runNumber() eventNumber() chargedFE.eta() chargedFE.phi() chargedFE.e() chargedFE.pt() charge() signalType()
410000 21645 -0.701187 -0.200902 1443.07 1143.49 1 8208 
410000 21645 0.0457917 2.25896 1126.64 1116.79 -1 8208 
410000 21645 0.687393 2.85064 1390.4 1110.52 1 8208 
410000 21645 -0.912722 -1.79125 1596.3 1099.51 1 8208 
410000 21645 -2.27152 2.74474 5280.34 1077.55 1 8208 
410000 21645 -0.86633 -1.90621 1488.62 1059.13 -1 8208 
410000 21645 0.356327 -2.18767 1127.77 1051.63 1 8208 
410000 21645 1.72928 -1.94751 3043.66 1045.91 1 8208 
410000 21645 0.162794 1.67001 1064.8 1041.78 1 8208 
410000 21645 -0.552926 -0.77198 1196.53 1027.28 1 8208 
410000 21645 -0.285268 -0.741953 1066.97 1016.17 -1 8208 
410000 21645 -0.153372 1.23978 1032.2 1010.81 1 8208 
410000 21645 -0.797706 0.566397 1323.06 985.232 -1 8208 
410000 21645 -1.63531 -2.98256 2606.31 977.323 -1 8208 
410000 21645 -1.87409 -2.91299 3242.39 971.561 -1 8208 
410000 21645 0.418812 -0.315415 1033.11 939.987 1 8208 
410000 21645 -0.758422 -2.92865 1210.8 924.003 -1 8208 
410000 21645 -1.9486 2.13068 3235.68 902.81 1 8208 
410000 21645 1.70477 1.9328 2544.19 894.191 -1 8208 
410000 21645 1.26961 -2.36204 1687.16 875.626 -1 8208 
410000 21645 -0.869809 -3.03567 1216.07 861.192 -1 8208 
410000 21645 -2.17382 0.773958 3773.54 846.875 -1 8208 
410000 21645 1.0363 0.236952 1344.76 842.91 -1 8208 
410000 21645 0.763099 1.35902 1084.67 823.901 1 8208 
410000 21645 -2.40201 -1.61213 4269.36 766.369 1 8208 
410000 21645 -2.45551 0.469656 3548.35 604.115 -1 8208 
410000 21645 0.831426 0.0923774 19256.4 14096.4 -1 8208 
410000 21645 1.31763 -1.48659 23768.4 11877.1 1 8208 
410000 21645 0.795886 0.091254 14230.6 10668.8 -1 8208 
410000 21645 1.97041 1.38542 24259.8 6634.57 1 8208 
410000 21645 1.36459 -1.45447 12830.7 6154.03 -1 8208 
410000 21645 -0.194194 -2.47263 6253.13 6135.52 -1 8208 
410000 21645 -0.153008 -2.56583 3786.17 3739.73 -1 8208 
410000 21645 -0.134477 -2.64825 4111.03 4071.79 -1 8208 
410000 21645 -0.186022 -2.44818 4009.52 3938.74 -1 8208 
410000 21645 -1.785 -0.847607 11026.9 3598.96 -1 8208 
410000 21645 -0.0747622 -1.81594 3352.46 3340.22 -1 8208 
410000 21645 -0.852008 -1.93191 4548.45 3281.46 -1 8208 
410000 21645 2.22454 1.54541 13398.2 2863.52 -1 8208 
410000 21645 2.08232 1.19539 9763.79 2396.45 -1 8208 
410000 21645 0.532805 2.57774 2669.17 2327.29 1 8208 
410000 21645 -0.22336 -2.42687 2311.91 2251.3 -1 8208 
410000 21645 1.36031 2.17035 4576.36 2202.34 1 8208 
410000 21645 1.094 -1.14921 3334.77 2006.5 1 8208 
410000 21645 1.38098 -0.851926 4123.29 1948.36 -1 8208 
410000 21645 2.09612 -0.541491 8044.16 1948.04 -1 8208 
410000 21645 2.11097 -0.199971 8139.38 1942.89 1 8208 
410000 21645 -0.230059 0.879301 1952.01 1896.6 1 8208 
410000 21645 -0.911034 -2.00834 2693.62 1862.24 -1 8208 
410000 21645 2.45766 -0.598129 10721.5 1822.76 1 8208 
410000 21645 -1.06907 0.577679 2920.29 1791.74 -1 8208 
410000 21645 2.21922 2.36228 8230.16 1767.99 -1 8208 
410000 21645 -0.290835 -2.44339 1782.05 1704 -1 8208 
410000 21645 1.10999 -1.36079 2845.5 1689.75 -1 8208 
410000 21645 -1.67487 -0.663632 4602.98 1665.35 -1 8208 
410000 21645 -0.570092 2.98333 1911.36 1633.54 -1 8208 
410000 21645 -0.640614 -2.82116 1602.26 1316.64 1 8208 
410000 21645 0.862369 -1.00647 2230.38 1595.17 1 8208 
410000 21645 2.32087 -0.799183 7841.77 1524.99 -1 8208 
410000 21645 -2.298 1.73079 7444.78 1480.59 1 8208 
410000 21645 1.18002 -0.298042 2630.09 1474.78 1 8208 
410000 21645 0.140449 -1.21032 1437.7 1416.91 1 8208 
410000 21645 -1.23924 -1.75081 2580.58 1377.01 1 8208 
410000 21645 -1.84283 -1.28977 4393.05 1356.72 -1 8208 
410000 21645 0.280091 -0.0542261 1409.37 1349.17 -1 8208 
410000 21645 0.48583 1.85425 1426.54 1267.19 -1 8208 
410000 21645 1.23149 -0.450442 2260.82 1213.77 1 8208 
410000 21645 -0.310089 2.88401 1269.59 1203.56 1 8208 
410000 21645 -1.59085 -2.92389 2994.18 1170.23 1 8208 
410000 21645 -1.16288 -1.06386 1877.12 1066.1 1 8208 
410000 21645 0.299285 1.67375 1074.17 1019.09 1 8208 
410000 21645 -2.06704 -1.04041 4088.49 1017.97 1 8208 
410000 21645 -1.44704 -1.58088 2120.59 943.422 1 8208 
410000 21645 -0.428867 2.5285 914.096 826.224 1 8208 
410000 21645 -1.69931 -1.73259 2319.85 819.267 -1 8208 
410000 21645 1.92972 -1.00851 2783.16 790.49 -1 8208 
410000 21645 2.1039 2.04303 3135.62 753.002 -1 8208 
410000 21645 0.796164 0.133491 36540.8 27390.9 1 8208 
410000 21645 1.33738 -1.45891 52522.5 25799.5 -1 8208 
410000 21645 -0.213358 -2.5721 9662.98 9446.16 1 8208 
410000 21645 -1.11186 1.05148 7067.31 4194.73 1 8208 
410000 21645 2.0239 -1.76948 11291.6 2932.69 1 8208 
410000 21645 -1.20312 -2.03878 2565.42 1411.07 1 8208 
410000 21645 0.0271873 -0.783457 1013.71 1003.68 1 8208 
410000 21650 -0.309975 0.932779 3571.56 3403.98 -1 8208 
410000 21650 0.416532 -2.5917 3424.86 3145.2 1 8208 
410000 21650 0.331717 -0.705443 3221.34 3049.02 1 8208 
410000 21650 1.61842 -3.01101 7807.51 2977.61 1 8208 
410000 21650 0.0189545 -2.21582 2943.93 2940.09 1 8208 
410000 21650 -1.67013 0.132504 7705.69 2801.05 1 8208 
410000 21650 0.499994 2.68453 2250.06 1991.56 -1 8208 
410000 21650 0.126829 2.37616 1991.41 1970.64 -1 8208 
410000 21650 1.08737 3.13304 3130.33 1893.23 -1 8208 
410000 21650 2.20709 0.91693 8601.47 1869.79 1 8208 
410000 21650 -1.44892 -2.43318 4178.15 1858.67 1 8208 
410000 21650 -1.95641 -1.86033 6276.3 1739.29 -1 8208 
410000 21650 -0.543268 1.22215 2003.53 1736.1 1 8208 
410000 21650 -0.414352 -0.499448 1843.11 1690.6 -1 8208 
410000 21650 -1.83 -0.885782 5112.24 1598.4 -1 8208 
410000 21650 2.42484 -2.583 8735.31 1533.81 1 8208 
410000 21650 1.18481 1.4683 2686.71 1500.66 1 8208 
410000 21650 2.43522 -0.710848 8610.56 1496.53 1 8208 
410000 21650 -1.44025 1.93273 3284.56 1472.02 1 8208 
410000 21650 1.28793 -1.20119 2760.49 1413.42 1 8208 
410000 21650 -0.571202 0.653502 1616.96 1379.67 -1 8208 
410000 21650 -0.684597 0.475191 1719.46 1378.04 -1 8208 
410000 21650 1.23125 2.40818 2536.98 1362.84 1 8208 
410000 21650 -0.763563 1.68834 1749.1 1335.05 1 8208 
410000 21650 2.39952 2.16069 7390.23 1330.3 -1 8208 
410000 21650 -1.25292 1.29808 2513.03 1325.41 -1 8208 
410000 21650 -1.88393 -2.13927 4272.69 1268.82 -1 8208 
410000 21650 -2.05213 2.62225 5012.75 1266.49 1 8208 
410000 21650 1.98648 0.630901 4645.6 1250.43 -1 8208 
410000 21650 -1.70021 -1.29002 3489.66 1232.59 1 8208 
410000 21650 0.461136 0.0521627 1361.07 1221.69 -1 8208 
410000 21650 0.123323 -1.53151 1229.16 1211.98 -1 8208 
410000 21650 2.17116 -3.09218 5317.42 1196.87 -1 8208 
410000 21650 -0.473468 2.22294 1331.74 1188.67 1 8208 
410000 21650 2.09842 2.1566 4878.6 1178.51 1 8208 
410000 21650 -0.697437 1.73344 1473.72 1170.65 1 8208 
410000 21650 1.72772 -1.703 3378.87 1163.03 -1 8208 
410000 21650 0.69021 2.61116 1455.73 1161.26 1 8208 
410000 21650 -2.04849 0.972965 4419.96 1120.53 1 8208 
410000 21650 -2.00282 -1.32952 4211.25 1115.71 -1 8208 
410000 21650 0.99244 -1.00448 1693.38 1099.97 -1 8208 
410000 21650 1.96651 2.65348 4003.48 1098.33 -1 8208 
410000 21650 -0.215161 -2.62787 1122.63 1088.62 1 8208 
410000 21650 0.925874 -1.85957 1576.62 1075.54 -1 8208 
410000 21650 -0.692162 -0.770497 1344.33 1070.28 -1 8208 
410000 21650 0.526601 -0.726834 1215.39 1057.33 1 8208 
410000 21650 -1.28764 2.76434 2051.91 1049.78 -1 8208 
410000 21650 -0.0629428 0.279018 1050.82 1039.45 -1 8208 
410000 21650 0.746597 -3.12297 1341.09 1032.44 -1 8208 
410000 21650 -0.00380033 -1.54713 1041.6 1032.2 1 8208 
410000 21650 1.88089 -2.50684 3447.44 1026.43 -1 8208 
410000 21650 1.55876 -2.23511 2498.22 1005.1 1 8208 
410000 21650 -1.0268 -0.104166 1577.17 997.367 1 8208 
410000 21650 -0.305264 -0.815969 1019.14 964.255 -1 8208 
410000 21650 0.753171 -2.82436 1254.33 960.871 -1 8208 
410000 21650 -2.31145 2.12122 4860.34 953.718 1 8208 
410000 21650 -2.30422 -1.45287 4781.65 944.943 1 8208 
410000 21650 1.13584 2.85269 1627.01 943.84 -1 8208 
410000 21650 -0.0899138 -2.19391 944.181 930.046 1 8208 
410000 21650 -1.39976 2.83818 1992.26 924.17 1 8208 
410000 21650 2.19307 -1.25331 3987.39 878.295 -1 8208 
410000 21650 2.19024 2.94354 3918.62 865.517 1 8208 
410000 21650 1.85035 -2.22194 2765.2 847.24 -1 8208 
410000 21650 -2.0812 1.28505 3450.33 847.174 -1 8208 
410000 21650 -1.99482 -2.1586 3169.87 845.953 -1 8208 
410000 21650 0.309247 -2.26867 895.882 844.252 -1 8208 
410000 21650 0.969023 -1.94917 1266.98 835.382 1 8208 
410000 21650 1.54005 -0.853644 1991.97 814.505 1 8208 
410000 21650 1.53737 2.79989 1951.05 799.648 -1 8208 
410000 21650 -1.78556 -2.10939 2450.43 798.11 -1 8208 
410000 21650 2.16716 1.23441 3334.85 753.153 -1 8208 
410000 21650 -2.05943 -1.58396 2865.34 718.265 1 8208 
410000 21650 -2.21412 -1.62371 3129.63 675.083 -1 8208 
410000 21650 2.44304 -2.49014 3847.92 663.291 1 8208 
410000 21650 2.41279 2.9439 3376.95 599.587 -1 8208 
410000 21650 -0.620702 -0.277528 9847.72 8213.14 -1 8208 
410000 21650 -0.714168 -0.403249 6556.17 5177.3 1 8208 
410000 21650 -0.721287 -0.35131 2668.66 2095.79 1 8208 
410000 21650 0.0615255 -2.30237 4083.67 4073.57 -1 8208 
410000 21650 0.00957583 -2.7131 3531.45 3528.53 -1 8208 
410000 21650 0.235979 -2.53706 3506.74 3408.61 1 8208 
410000 21650 1.66448 2.79089 8712.13 3183.73 1 8208 
410000 21650 -0.659454 -0.0373609 3893.54 3175.23 -1 8208 
410000 21650 1.76358 2.41136 9132.85 3041.55 -1 8208 
410000 21650 1.79271 2.74771 3257.2 1054.47 1 8208 
410000 21650 0.539762 -0.836969 3191.11 2774.05 -1 8208 
410000 21650 -0.48244 -0.45562 2969.82 2651.89 1 8208 
410000 21650 0.716697 -1.26697 2947.38 2321.8 -1 8208 
410000 21650 0.123553 -2.13064 2263.95 2242.5 1 8208 
410000 21650 0.206642 -2.02544 1356.82 1321.31 1 8208 
410000 21650 0.45629 -2.208 2454.32 2215.66 1 8208 
410000 21650 1.56591 -3.08718 5471.3 2189.59 -1 8208 
410000 21650 -0.240349 -0.0413076 2027.21 1965.36 -1 8208 
410000 21650 -2.0683 3.10539 7733.42 1923.96 -1 8208 
410000 21650 0.28561 -2.39846 1902.12 1822.17 -1 8208 
410000 21650 0.199975 1.06646 1826.06 1784.91 -1 8208 
410000 21650 0.554274 -2.68519 1938.53 1670.29 1 8208 
410000 21650 -0.650689 0.103852 1980.48 1620.27 -1 8208 
410000 21650 1.46747 1.57258 3671.8 1606.19 -1 8208 
410000 21650 -0.314369 -1.12461 1645.86 1562.1 1 8208 
410000 21650 1.13052 1.08422 2554.49 1491.57 1 8208 
410000 21650 1.89267 1.50734 4968.34 1463.35 -1 8208 
410000 21650 2.48315 -2.92825 8238.35 1365.75 -1 8208 
410000 21650 0.100881 2.30747 1360.48 1346.44 -1 8208 
410000 21650 -0.0931149 -0.751018 1296.31 1283.21 1 8208 
410000 21650 -0.849198 -0.314443 1772.86 1278.13 -1 8208 
410000 21650 0.463674 -2.33545 1338.19 1199.61 -1 8208 
410000 21650 0.305247 -2.60374 1162.07 1101.92 -1 8208 
410000 21650 1.81898 2.70262 3487.18 1101.3 -1 8208 
410000 21650 -0.972868 -0.212108 1613.73 1063.45 1 8208 
410000 21650 0.938518 1.56981 1382.77 933.507 -1 8208 
410000 21650 0.354786 3.0911 932.671 867.026 1 8208 
410000 21650 2.34416 0.41589 4392.73 834.666 -1 8208 
410000 21650 2.19718 -2.02141 3090.07 677.646 -1 8208 
410000 21650 2.47867 1.74856 3582.81 596.221 1 8208 
410000 21650 1.92405 0.156939 35090.2 10033.4 1 8208 
410000 21650 1.85806 0.176288 22202 6761.3 -1 8208 
410000 21650 1.83157 -2.81807 8213.79 2564.89 1 8208 
410000 21650 -0.517767 -0.37858 2809.19 2467.52 1 8208 
410000 21650 1.80643 -1.08967 4804.72 1536.14 -1 8208 
410000 21650 1.76164 -1.11444 3401.12 1133.93 -1 8208 
410000 21638 0.44607 -2.78312 10182.8 9246.56 1 8208 
410000 21638 1.78034 2.6661 10405.7 3411.15 -1 8208 
410000 21638 -1.4121 -1.59138 6459.04 2970.22 -1 8208 
410000 21638 -0.658144 -1.54965 3454.35 2818.71 1 8208 
410000 21638 -1.47238 2.67134 6346.04 2765.1 -1 8208 
410000 21638 -1.14632 0.400249 4651.63 2684.18 1 8208 
410000 21638 -0.258344 -2.71095 2435.19 2352.25 1 8208 
410000 21638 0.422298 1.83736 2492.3 2281.88 1 8208 
410000 21638 1.53054 1.15284 5009.44 2070.47 1 8208 
410000 21638 -1.71642 -2.34079 5781.34 2012.32 -1 8208 
410000 21638 -1.62412 0.821992 5210.15 1976.18 -1 8208 
410000 21638 -0.472813 -1.84603 1952.42 1748.33 1 8208 
410000 21638 -0.682497 -1.27713 2166.34 1740.49 -1 8208 
410000 21638 -1.46195 -1.70562 3807.02 1673.7 -1 8208 
410000 21638 -0.44081 -2.16467 1829.95 1660.65 1 8208 
410000 21638 -1.46837 -1.51563 3793.2 1658.02 -1 8208 
410000 21638 1.28745 2.22241 3206.85 1643.19 1 8208 
410000 21638 0.0370036 -1.58467 1640.02 1632.95 -1 8208 
410000 21638 1.74082 0.383105 4599.49 1564.42 1 8208 
410000 21638 -1.43762 -0.711115 3459.98 1554.42 1 8208 
410000 21638 2.33869 -2.05958 8026.58 1533.89 1 8208 
410000 21638 -0.953877 2.6773 2277.06 1524.85 -1 8208 
410000 21638 0.765725 2.88651 1951.34 1488.28 -1 8208 
410000 21638 0.388016 1.25976 1564.07 1447.49 1 8208 
410000 21638 1.31518 0.805177 2886.3 1443.68 1 8208 
410000 21638 0.795966 -0.334276 1930.44 1443.47 1 8208 
410000 21638 1.60096 2.21183 3636.72 1408.68 -1 8208 
410000 21638 -1.49263 2.06503 3294.65 1408.64 -1 8208 
410000 21638 -0.735432 -1.61447 1805.68 1403.35 -1 8208 
410000 21638 1.33889 -1.67234 2815.42 1379.44 1 8208 
410000 21638 0.0739638 0.201636 1375.67 1364.84 1 8208 
410000 21638 -0.431057 -1.1516 1496.38 1361.41 1 8208 
410000 21638 -1.16858 -1.1698 2402.3 1359.46 1 8208 
410000 21638 -0.942187 -1.44856 2007.81 1355.47 1 8208 
410000 21638 0.0987273 -2.70095 1364.7 1350.95 -1 8208 
410000 21638 1.78128 0.875497 4095.83 1340.83 -1 8208 
410000 21638 0.889383 0.514552 1895.88 1329.38 1 8208 
410000 21638 -0.0416821 -1.66084 1292.52 1283.84 1 8208 
410000 21638 -2.25064 -2.87929 6128.91 1276.63 -1 8208 
410000 21638 0.783148 -0.654511 1688.91 1272.54 1 8208 
410000 21638 -2.49425 1.51676 7694.77 1261.73 1 8208 
410000 21638 1.18194 -1.72802 2208.49 1235.68 1 8208 
410000 21638 1.92008 -1.13264 4149.55 1190.34 1 8208 
410000 21638 0.873755 -1.66463 1676.79 1187.92 -1 8208 
410000 21638 1.92259 2.72621 4050.98 1159.24 -1 8208 
410000 21638 2.15363 2.63815 5060.71 1158.66 1 8208 
410000 21638 -0.474542 1.33518 1291.57 1151.86 1 8208 
410000 21638 -0.57839 1.02536 1356.73 1151.49 -1 8208 
410000 21638 -1.76753 1.84134 3433.06 1138.26 -1 8208 
410000 21638 1.89765 -2.9906 3882.87 1137.92 -1 8208 
410000 21638 1.68944 2.71396 3165.18 1129.1 1 8208 
410000 21638 -0.324061 1.87984 1188.64 1121.04 1 8208 
410000 21638 1.32439 2.50954 2258.47 1119.84 -1 8208 
410000 21638 0.719231 -0.747293 1425.2 1116.82 -1 8208 
410000 21638 2.20956 0.272845 5149.84 1116.51 -1 8208 
410000 21638 -1.84163 -2.37577 3562.1 1101.06 1 8208 
410000 21638 -1.12112 0.227966 1844.93 1083.99 1 8208 
410000 21638 1.09297 0.857945 1791.45 1076.44 -1 8208 
410000 21638 2.30956 3.03895 5442.22 1069.97 1 8208 
410000 21638 -0.011698 -0.181872 1076.85 1067.69 1 8208 
410000 21638 0.516337 0.815687 1215.69 1062.8 1 8208 
410000 21638 -0.0725523 2.21186 1073.35 1061.45 1 8208 
410000 21638 2.48028 -2.44764 6375.85 1059.89 1 8208 
410000 21638 0.726167 -2.43995 1355.67 1057.25 1 8208 
410000 21638 1.1398 1.44169 1775.77 1027.43 -1 8208 
410000 21638 1.41155 -0.141768 2218.46 1018.88 -1 8208 
410000 21638 2.25027 2.42561 4863.28 1013.22 -1 8208 
410000 21638 -0.801487 -3.04411 1353.44 1005.58 1 8208 
410000 21638 -0.0537718 1.34515 1009.94 998.809 1 8208 
410000 21638 0.0551854 2.15537 998.198 986.89 -1 8208 
410000 21638 0.623467 -0.437434 1179.55 975.461 1 8208 
410000 21638 -0.0835964 -0.232299 970.237 956.8 -1 8208 
410000 21638 1.4433 2.50051 2093.03 934.23 1 8208 
410000 21638 2.24793 1.70768 4456.02 930.43 -1 8208 
410000 21638 2.34654 2.68566 4773.54 904.974 1 8208 
410000 21638 1.91396 0.400166 2988.61 861.899 1 8208 
410000 21638 0.489444 2.97184 966.774 852.483 -1 8208 
410000 21638 1.76034 -0.593615 2542.47 848.133 1 8208 
410000 21638 1.92152 0.392117 2871.04 821.943 -1 8208 
410000 21638 1.18946 -0.858487 1439.91 798.473 -1 8208 
410000 21638 -1.15845 0.628366 1298.86 738.124 -1 8208 
410000 21638 0.0347275 1.93447 736.107 722.319 -1 8208 
410000 21638 -1.60458 0.825136 1863.29 717.851 -1 8208 
410000 21638 2.09445 2.56397 2947.19 714.178 -1 8208 
410000 21638 0.676971 0.746592 858.885 684.529 1 8208 
410000 21638 -2.47842 2.69799 3915.29 651.789 -1 8208 
410000 21638 -0.407923 2.58308 615.073 552.425 1 8208 
410000 21638 1.09495 0.944256 119657 72004.8 1 8208 
410000 21638 1.1148 0.920601 75802.4 44894.1 -1 8208 
410000 21638 1.09646 0.921365 50755.9 30505.8 1 8208 
410000 21638 1.09685 0.923774 45905.3 27581.8 -1 8208 
410000 21638 1.09421 0.920671 32564.4 19607.4 1 8208 
410000 21638 1.07918 0.869387 14872.2 9062.12 -1 8208 
410000 21638 0.631596 0.550257 35702.1 29599.2 1 8208 
410000 21638 1.9303 -2.32061 77504.9 22028.9 1 8208 
410000 21638 1.97473 -2.3538 64041.4 17441.6 1 8208 
410000 21638 1.97976 -2.30239 58340.6 15812.3 1 8208 
410000 21638 1.99084 -2.3435 30187 8094.81 1 8208 
410000 21638 1.95748 -2.30368 24375.8 6749.71 -1 8208 
410000 21638 2.00391 -2.33166 9974.71 2641.07 -1 8208 
410000 21638 2.01933 -2.44379 4778.7 1246.2 -1 8208 
410000 21638 2.42053 -1.91162 52034.2 9176.54 1 8208 
410000 21638 2.41953 -1.88639 23954.2 4228.53 1 8208 
410000 21638 2.4182 -1.94196 18878.6 3336.91 -1 8208 
410000 21638 1.12282 0.937274 14845.4 8735.11 1 8208 
410000 21638 1.09725 0.926438 7610.75 4570.67 1 8208 
410000 21638 1.91934 -2.40124 28408.3 8159.51 -1 8208 
410000 21638 2.03001 -2.24156 22816.9 5891.55 -1 8208 
410000 21638 -0.499807 -1.43147 6529.76 5789.91 -1 8208 
410000 21638 -0.522725 -1.84609 6189.19 5428.87 -1 8208 
410000 21638 1.23003 3.06662 9931.73 5348.3 1 8208 
410000 21638 2.03025 -2.34132 20097.6 5188.16 -1 8208 
410000 21638 2.03503 -2.36799 18301.2 4702.63 -1 8208 
410000 21638 1.07632 0.950938 6816.05 4161.98 -1 8208 
410000 21638 2.4254 -1.95675 18724.6 3286.31 1 8208 
410000 21638 -0.512072 1.24808 3553.57 3131.24 1 8208 
410000 21638 -0.552236 2.69981 3536.07 3055.45 1 8208 
410000 21638 0.568698 -1.51929 3176.21 2721.13 1 8208 
410000 21638 0.551822 -2.30213 1264.51 1087.03 -1 8208 
410000 21638 2.02956 -2.40882 9846.28 2543.31 1 8208 
410000 21638 -2.31082 2.2932 12230.1 2402.18 1 8208 
410000 21638 -2.08 -2.12324 9034.1 2222.31 1 8208 
410000 21638 -0.567581 -2.75882 2557.18 2190.9 1 8208 
410000 21638 0.522423 -0.464549 2499.21 2189.65 -1 8208 
410000 21638 1.86821 2.30448 7180.17 2165.21 1 8208 
410000 21638 -0.0558107 0.494044 1987.3 1979.31 -1 8208 
410000 21638 -0.0641765 1.28604 996.069 984.215 1 8208 
410000 21638 -1.758 -0.062043 5763.94 1929.36 1 8208 
410000 21638 0.87158 0.983265 2704.78 1923.25 1 8208 
410000 21638 1.88878 -1.80679 6413.74 1896.39 1 8208 
410000 21638 -1.0014 -1.24802 2915.97 1885.54 1 8208 
410000 21638 -0.111995 0.968784 1893.84 1876.9 1 8208 
410000 21638 -0.00947554 -0.20997 1865.94 1860.63 1 8208 
410000 21638 0.641191 -2.65787 2242.83 1845.86 1 8208 
410000 21638 1.97818 1.68914 6465.92 1754.75 1 8208 
410000 21638 -0.366029 1.99236 1838.49 1716.88 1 8208 
410000 21638 1.20512 1.40222 3117.72 1712.82 1 8208 
410000 21638 1.22177 0.817648 2410.08 1304.83 -1 8208 
410000 21638 0.990898 1.50897 1741.62 1132.84 1 8208 
410000 21638 2.21853 -2.75048 7922.61 1703.04 1 8208 
410000 21638 -0.835923 -2.8848 2315.97 1687.16 -1 8208 
410000 21638 -0.750608 -2.9304 1623.07 1248.52 -1 8208 
410000 21638 2.26853 -3.13909 8131.15 1664.49 1 8208 
410000 21638 0.327251 -0.186147 1738.82 1644.37 -1 8208 
410000 21638 1.81509 -2.42366 5175.65 1641.31 1 8208 
410000 21638 1.71095 1.1785 4611.55 1613.13 -1 8208 
410000 21638 0.980434 -2.96168 2453.58 1611.18 1 8208 
410000 21638 1.70603 -0.174649 4274.93 1502.17 1 8208 
410000 21638 -0.00709341 -1.94911 1491.63 1485.04 -1 8208 
410000 21638 -0.0882736 -2.92493 1482.18 1469.86 1 8208 
410000 21638 -2.14165 2.74998 6290.95 1457.41 -1 8208 
410000 21638 -2.18059 2.67158 4804.17 1071.37 -1 8208 
410000 21638 -0.24956 2.89869 1498.38 1446.59 1 8208 
410000 21638 -1.10805 0.780661 2360.43 1403.12 -1 8208 
410000 21638 -1.04975 1.36773 2103.54 1308.97 1 8208 
410000 21638 -1.89308 3.00054 4765.7 1403.05 -1 8208 
410000 21638 -2.32679 -1.49947 7149.73 1382.32 1 8208 
410000 21638 0.340106 -0.586166 1422.48 1337.51 -1 8208 
410000 21638 0.316927 0.060442 1390.39 1316.69 1 8208 
410000 21638 0.760841 -2.97796 1661.13 1269.68 1 8208 
410000 21638 1.40363 2.89011 2730.48 1263.73 -1 8208 
410000 21638 1.64195 0.548293 3347.16 1248.13 -1 8208 
410000 21638 1.66736 0.362611 1902.13 691.466 -1 8208 
410000 21638 -0.481914 -2.39971 1363.94 1213.16 1 8208 
410000 21638 0.434154 -1.52548 1280.69 1161.83 -1 8208 
410000 21638 -2.2451 1.21143 5349.12 1120.17 -1 8208 
410000 21638 0.661461 -2.59416 1360.67 1103.22 -1 8208 
410000 21638 1.24264 0.929925 1972.81 1048.59 -1 8208 
410000 21638 2.46531 -2.50173 6066.1 1023.36 -1 8208 
410000 21638 -2.4177 1.33093 5732.79 1013.53 1 8208 
410000 21638 1.60652 -1.1526 2605.79 1003.48 -1 8208 
410000 21638 1.53211 -0.279765 2276.46 938.137 1 8208 
410000 21638 0.415825 2.61693 1083.75 988.065 1 8208 
410000 21638 -2.07003 -2.41124 3965.93 984.558 1 8208 
410000 21638 -2.06455 -2.56362 3855.38 962.178 -1 8208 
410000 21638 0.807895 -2.16055 1289.7 953.613 -1 8208 
410000 21638 -2.01581 2.78341 3631.17 949.864 -1 8208 
410000 21638 -0.108665 -2.94341 956.92 941.125 1 8208 
410000 21638 2.36061 0.16323 4852.73 907.372 -1 8208 
410000 21638 -2.38052 -1.46196 4902.3 898.891 1 8208 
410000 21638 0.341939 -0.991682 960.677 897.502 1 8208 
410000 21638 -2.14152 2.94413 3744.37 867.169 -1 8208 
410000 21638 2.29146 -2.37799 3810.4 762.291 1 8208 
410000 21638 -2.29499 -1.65556 2604.03 518.755 -1 8208 
410000 21638 -0.783695 2.53904 16779.3 12681.1 -1 8208 
410000 21638 -0.912362 2.19698 1692.63 1166.66 -1 8208 
410000 21638 2.21474 -2.63081 25195.1 5436.81 -1 8208 
410000 21638 2.28554 -2.65405 15981.3 3217.79 1 8208 
410000 21638 2.31165 -2.60779 14083.1 2763.93 1 8208 
410000 21638 1.323 -3.12443 9794.89 4871.36 1 8208 
410000 21638 1.34498 2.88712 4399.14 2145.55 -1 8208 
410000 21638 0.766567 2.54648 4760.47 3636.59 1 8208 
410000 21638 0.753325 2.8151 1716.12 1318.33 1 8208 
410000 21646 -1.57302 -1.59564 12011.6 4776.98 -1 8208 
410000 21646 0.46007 2.38274 5051.61 4558.66 -1 8208 
410000 21646 -0.582386 1.41631 3347.22 2847.59 -1 8208 
410000 21646 1.23051 0.18934 4859.77 2615.12 -1 8208 
410000 21646 -0.110868 1.27906 2342.41 2323.96 1 8208 
410000 21646 1.79026 2.90787 5972.02 1939.08 1 8208 
410000 21646 -0.506077 1.6246 2193.9 1936.18 -1 8208 
410000 21646 0.98765 2.51483 2873.79 1877.69 1 8208 
410000 21646 1.2947 1.92682 3625.27 1846.43 1 8208 
410000 21646 1.91243 0.607831 6276.41 1814.26 1 8208 
410000 21646 -1.55758 -2.06107 4370.52 1762.13 1 8208 
410000 21646 1.43719 2.16061 3915.9 1760.24 -1 8208 
410000 21646 -1.47834 0.103242 3976.7 1722.82 1 8208 
410000 21646 -1.72207 -2.29116 4949.72 1713.56 -1 8208 
410000 21646 -0.784564 1.2648 2229.03 1680.4 1 8208 
410000 21646 0.465432 0.436326 1815.19 1630.05 -1 8208 
410000 21646 -1.00072 -0.951589 2519.38 1629.3 -1 8208 
410000 21646 0.381639 0.827627 1625.55 1508.36 1 8208 
410000 21646 0.458543 2.3306 1666.97 1500.58 1 8208 
410000 21646 -2.29713 2.68159 7473.83 1487.64 1 8208 
410000 21646 -1.6893 -1.76663 4103.67 1464.66 1 8208 
