runNumber() eventNumber() chargedFE.eta() chargedFE.phi() chargedFE.e() chargedFE.pt() charge() signalType()
410000 21647 0.000194148 0.949366 1415.04 1408.14 1 8208 
410000 21647 1.63331 0.881219 3715.93 1397.01 -1 8208 
410000 21647 2.13395 -1.50198 5933.33 1384.86 1 8208 
410000 21647 0.721281 -2.61599 1756.24 1376.76 -1 8208 
410000 21647 -1.04505 -2.06577 2203.53 1376.5 1 8208 
410000 21647 2.39647 0.41207 7563.05 1365.5 1 8208 
410000 21647 -1.86671 -2.55867 4351.4 1313.63 1 8208 
410000 21647 -1.18099 -0.00981335 2229.12 1248.26 1 8208 
410000 21647 0.460979 3.13435 1329.68 1193.29 -1 8208 
410000 21647 1.15926 1.22133 2060.98 1174.57 1 8208 
410000 21647 0.442571 -0.308732 1297.09 1172.81 -1 8208 
410000 21647 0.0705802 -3.13087 1167.82 1156.57 -1 8208 
410000 21647 -0.000499173 -2.97878 1156.03 1147.57 -1 8208 
410000 21647 1.44035 1.11531 2552.96 1143.36 -1 8208 
410000 21647 0.658209 1.69124 1377.68 1119.26 -1 8208 
410000 21647 -0.394444 2.45128 1213.81 1117.68 -1 8208 
410000 21647 -0.587449 2.94776 1284.47 1084.32 1 8208 
410000 21647 0.943918 2.38109 1591.72 1071.66 1 8208 
410000 21647 1.17531 -2.15833 1829.64 1028.39 1 8208 
410000 21647 2.27394 2.52412 5028.56 1023.7 -1 8208 
410000 21647 -0.952234 1.12602 1522.92 1018.69 1 8208 
410000 21647 1.84695 -2.2385 3309.45 1017.67 -1 8208 
410000 21647 -2.04813 -1.15278 4006.59 1015.98 -1 8208 
410000 21647 1.52826 3.10587 2441.55 1009.96 1 8208 
410000 21647 -0.948862 0.893364 1500.82 1006.29 1 8208 
410000 21647 0.55214 -1.76235 1167.43 1002.35 1 8208 
410000 21647 1.42293 3.13863 2164.14 983.824 -1 8208 
410000 21647 1.64095 -2.59061 2630.89 981.42 -1 8208 
410000 21647 1.31438 2.93815 1890.29 944.671 1 8208 
410000 21647 -0.207551 0.830345 970.913 940.499 -1 8208 
410000 21647 0.0403962 -2.80533 895.241 883.574 1 8208 
410000 21647 -1.58999 2.77057 2238.26 874.734 1 8208 
410000 21647 -1.37127 -1.88995 1835.03 872.511 1 8208 
410000 21647 1.14845 -0.252233 1471.89 844.429 -1 8208 
410000 21647 1.00608 -1.96116 1288.5 826.263 -1 8208 
410000 21647 -0.904296 1.94445 1176.36 812.553 -1 8208 
410000 21647 -2.15338 -0.951568 3521.81 806.191 -1 8208 
410000 21647 -1.01573 2.86901 1265.14 805.129 1 8208 
410000 21647 -1.21809 1.15934 1458.32 789.674 1 8208 
410000 21647 1.61588 1.44191 2008.77 766.165 -1 8208 
410000 21647 -2.46306 0.367685 4305.86 727.832 -1 8208 
410000 21647 -1.86826 0.42889 2060.18 619.912 -1 8208 
410000 21647 1.33252 -0.803047 31887.2 15729.6 -1 8208 
410000 21647 1.48437 2.35129 23788.5 10256.1 1 8208 
410000 21647 1.30469 2.24926 3994.22 2017.16 -1 8208 
410000 21647 0.111037 -3.05013 9050.03 8993.46 1 8208 
410000 21647 0.453181 0.834296 8855.56 8017.03 1 8208 
410000 21647 -0.532704 2.63788 5705.97 4980.7 1 8208 
410000 21647 -0.763003 2.09998 6222.04 4764.87 -1 8208 
410000 21647 -0.539819 2.14453 4379.68 3808.88 1 8208 
410000 21647 -0.639828 2.45851 4381.45 3613.91 1 8208 
410000 21647 -0.581316 2.03887 2475.59 2105.73 -1 8208 
410000 21647 1.30625 -0.759307 7155.56 3610.38 1 8208 
410000 21647 -0.751585 2.26233 4047.89 3121.54 1 8208 
410000 21647 -0.747247 1.76695 1474.34 1135.63 -1 8208 
410000 21647 -0.376414 1.94495 2689.33 2506.06 -1 8208 
410000 21647 -0.315933 1.88504 2621.01 2491.89 -1 8208 
410000 21647 1.5761 -0.717506 6247.57 2477.18 -1 8208 
410000 21647 -1.48973 -1.04815 5321.97 2282.66 1 8208 
410000 21647 -0.0439786 2.63823 2138.57 2131.95 1 8208 
410000 21647 0.0243216 2.02766 919.542 908.62 -1 8208 
410000 21647 -1.46151 -2.88491 4599.96 2023.54 1 8208 
410000 21647 -1.70356 -0.379738 5267.97 1855.73 1 8208 
410000 21647 -0.570707 2.65234 2124.57 1816.11 -1 8208 
410000 21647 1.59923 -2.69002 4285.42 1662.95 1 8208 
410000 21647 0.551905 -2.79762 1848.64 1594.32 1 8208 
410000 21647 -1.19833 2.67933 2800.53 1546.92 -1 8208 
410000 21647 2.04381 1.00934 6023.97 1534.45 1 8208 
410000 21647 2.10697 0.481304 2771.71 663.445 -1 8208 
410000 21647 -1.38952 -0.442513 3218.4 1508.81 -1 8208 
410000 21647 1.27045 -1.00819 2776.51 1443.09 1 8208 
410000 21647 0.764142 1.05982 1857.63 1417.88 -1 8208 
410000 21647 -0.411896 2.83335 1497.03 1372.43 -1 8208 
410000 21647 1.22062 2.91615 2491.36 1350.28 -1 8208 
410000 21647 -1.53854 1.51725 3251.28 1333.32 -1 8208 
410000 21647 -1.23976 2.37813 2466.56 1315.41 1 8208 
410000 21647 1.3854 1.16363 2778.97 1307.12 1 8208 
410000 21647 -1.61927 -2.88579 3363.99 1281.04 -1 8208 
410000 21647 0.358533 -1.39773 1357.15 1267.61 -1 8208 
410000 21647 1.46039 -0.463875 2878.56 1266.66 1 8208 
410000 21647 -0.534795 -2.1418 1427.4 1239.1 -1 8208 
410000 21647 -1.65492 -0.696788 3331.35 1227.34 -1 8208 
410000 21647 1.3177 -2.68173 2452.44 1223.45 -1 8208 
410000 21647 0.0345684 -1.17316 1205.38 1196.55 1 8208 
410000 21647 0.955764 -0.973702 1769.72 1181.98 -1 8208 
410000 21647 -1.38313 0.436028 2398.21 1129.8 1 8208 
410000 21647 0.374265 -1.17584 1205.04 1117.73 1 8208 
410000 21647 0.37644 -1.16239 1173.86 1087.56 1 8208 
410000 21647 0.90992 2.74576 1524.62 1051.88 -1 8208 
410000 21647 0.929696 2.76602 1532.24 1042.12 -1 8208 
410000 21647 -0.0819347 1.62952 1054.45 1041.67 1 8208 
410000 21647 -0.60418 0.679861 1179.03 985.356 -1 8208 
410000 21647 0.185354 -0.526104 986.922 960.457 -1 8208 
410000 21647 -1.31683 -3.01914 1877.24 936.125 -1 8208 
410000 21647 1.07636 -0.691347 1534.29 933.138 -1 8208 
410000 21647 0.990628 1.50656 1411.51 916.757 1 8208 
410000 21647 2.23926 -1.79548 4346.54 915.271 1 8208 
410000 21647 -2.19121 2.58963 4109.77 906.933 1 8208 
410000 21647 -1.13258 -1.84926 1525.63 886.918 -1 8208 
410000 21647 -2.39755 -1.2774 4682.68 844.333 -1 8208 
410000 21647 -0.947686 -1.61883 1207.77 808.583 1 8208 
410000 21647 1.38809 0.884847 1677.04 785.214 -1 8208 
410000 21647 -2.42263 -0.699941 4368.14 768.36 1 8208 
410000 21647 1.33726 -0.138795 1352.71 660.985 -1 8208 
410000 21647 -0.82999 2.71501 4503.97 3298.81 -1 8208 
410000 21647 -0.769338 2.96423 2034.34 1548.29 1 8208 
410000 21647 -0.136388 2.35919 2397.26 2371.11 -1 8208 
410000 21647 0.190188 -2.98167 1770.86 1733.9 1 8208 
410000 21647 -0.275398 2.37114 1325.07 1269.26 -1 8208 
410000 21647 -1.01475 -2.66189 1765.9 1128.03 -1 8208 
410000 21648 -1.38171 -0.234786 10895.2 5147.48 1 8208 
410000 21648 -0.839569 -2.87512 5861.5 4265.94 -1 8208 
410000 21648 -1.39758 -1.98998 5977.79 2784.4 1 8208 
410000 21648 -1.23806 -1.4604 4297.8 2297.78 1 8208 
410000 21648 -1.29152 1.40586 4113.98 2101.42 -1 8208 
410000 21648 -1.97708 -0.300471 7540.05 2048.54 -1 8208 
410000 21648 -0.793484 -2.05441 2687.54 2015.44 -1 8208 
410000 21648 -0.792334 -2.10389 2520.08 1890.94 -1 8208 
410000 21648 0.601041 -0.44 2150.32 1809.07 1 8208 
410000 21648 -0.432267 -1.73075 1979.11 1803.08 1 8208 
410000 21648 -0.629897 -2.62824 2124.67 1759.36 -1 8208 
410000 21648 1.0726 -1.97305 2871.12 1756.61 1 8208 
410000 21648 -1.21042 -0.890598 3099.7 1695.36 1 8208 
410000 21648 2.0305 -1.58353 6499.42 1677.07 -1 8208 
410000 21648 1.28689 -0.601521 3160.68 1620.27 1 8208 
410000 21648 -0.761342 -1.66714 1944.27 1487.05 1 8208 
410000 21648 1.63628 -0.83502 3904.61 1464 1 8208 
410000 21648 -1.27007 -1.71186 2787.52 1449.29 -1 8208 
410000 21648 1.316 -2.47474 2890.4 1444.71 1 8208 
410000 21648 -1.90901 2.35737 4807.98 1394.11 1 8208 
410000 21648 2.41727 1.56586 7879.62 1393.86 1 8208 
410000 21648 1.19709 -1.86441 2499.61 1381.7 -1 8208 
410000 21648 1.18879 2.08735 2472.17 1375.95 1 8208 
410000 21648 1.35683 -0.130836 2851.91 1375.65 1 8208 
410000 21648 -0.279289 -2.55216 1420.65 1360.37 -1 8208 
410000 21648 -1.48564 -1.87979 3152.69 1356.38 1 8208 
410000 21648 1.19033 -2.06309 2414.27 1341.9 1 8208 
410000 21648 -1.64322 -0.243175 3586.28 1335.87 -1 8208 
410000 21648 -1.11358 -1.41294 2223.56 1315.6 -1 8208 
410000 21648 -0.475796 -1.80567 1450.73 1294.67 1 8208 
410000 21648 -1.49865 -1.23425 2976.92 1265.63 1 8208 
410000 21648 -0.88512 -3.12892 1798.55 1264.58 -1 8208 
410000 21648 -0.190325 1.33895 1285.41 1255.01 -1 8208 
410000 21648 1.44303 0.353219 2784.17 1244.23 -1 8208 
410000 21648 1.01882 -1.20427 1935.01 1232.84 -1 8208 
410000 21648 0.233632 0.571191 1269.44 1228.07 -1 8208 
410000 21648 0.341798 2.49695 1286.46 1207.64 1 8208 
410000 21648 2.0469 0.727451 4715.68 1197.41 -1 8208 
410000 21648 0.716336 1.91963 1517.91 1192.27 -1 8208 
410000 21648 0.196077 3.05486 1206.46 1175.68 1 8208 
410000 21648 -1.19655 -1.36404 2096.76 1158.77 1 8208 
410000 21648 -0.232074 -2.37101 1163.29 1124.47 -1 8208 
410000 21648 1.42666 -0.776755 2435.77 1104.12 1 8208 
410000 21648 0.431318 -0.373141 1193.98 1083.45 1 8208 
410000 21648 1.15016 -0.600919 1847.77 1060.34 -1 8208 
410000 21648 1.50144 -2.81886 2437.05 1032.93 -1 8208 
410000 21648 1.69371 2.46032 2904.56 1031.82 1 8208 
410000 21648 0.185246 2.22982 1051.14 1024.21 -1 8208 
410000 21648 -1.10355 2.09129 1719.4 1024.18 1 8208 
410000 21648 -0.788253 -2.88097 1361.33 1020.39 -1 8208 
410000 21648 -0.41715 -0.526959 1117.9 1019.19 1 8208 
410000 21648 0.97195 -1.74366 1521.48 1002.87 1 8208 
410000 21648 -0.581013 0.703015 1174.06 993.309 1 8208 
410000 21648 2.13612 -3.12795 4264.46 992.979 -1 8208 
410000 21648 1.39134 2.34519 2122.71 992.336 1 8208 
410000 21648 2.37446 -2.48845 5312.82 980.047 1 8208 
410000 21648 -0.305739 0.323222 1022.43 967.3 -1 8208 
410000 21648 1.73437 0.52372 2803.9 958.74 1 8208 
410000 21648 0.876897 -1.39945 1351.93 953.863 -1 8208 
410000 21648 1.66008 3.10965 2580.2 945.5 1 8208 
410000 21648 1.68899 3.06808 2635.83 940.266 -1 8208 
410000 21648 2.12443 -1.2823 3954.32 931.205 1 8208 
410000 21648 1.98328 -2.86467 3427.23 924.987 1 8208 
410000 21648 1.98472 2.11394 3424.73 923.032 1 8208 
410000 21648 1.28769 -1.43863 1803.82 922.19 1 8208 
410000 21648 1.54501 0.634512 2260.01 920.442 -1 8208 
410000 21648 1.67592 2.0437 2523.26 911.035 1 8208 
410000 21648 2.10524 -3.1 3763.38 902.856 1 8208 
410000 21648 -1.46074 -2.30589 1914.11 840.751 -1 8208 
410000 21648 -1.82363 3.06109 2637.25 828.714 -1 8208 
410000 21648 -1.49318 -0.703363 1918.44 818.392 1 8208 
410000 21648 2.20979 2.81908 3693.98 800.417 1 8208 
410000 21648 -2.45422 -0.810315 4522.67 771.2 -1 8208 
410000 21648 -2.17162 -1.07091 3403.94 765.453 1 8208 
410000 21648 2.33262 -2.53912 3228.06 620.083 -1 8208 
410000 21648 2.29854 1.03235 3100.3 615.736 -1 8208 
410000 21648 -0.771146 -2.98627 103745 79052.1 1 8208 
410000 21648 -0.745067 -3.01636 5829.05 4515.1 1 8208 
410000 21648 -0.900476 3.03894 2058.28 1432.46 -1 8208 
410000 21648 -0.881634 -2.43837 1488.94 1048.01 1 8208 
410000 21648 -0.770248 -2.98623 71872.5 54797.5 -1 8208 
410000 21648 -0.775112 -2.97956 22597.6 17174.4 -1 8208 
410000 21648 -0.467316 2.94041 40820.3 36735.4 1 8208 
410000 21648 -0.445611 2.92167 27673 25135.5 1 8208 
410000 21648 -0.478583 2.91085 17460 15634.5 -1 8208 
410000 21648 -0.465702 2.9215 14253.6 12835.7 -1 8208 
410000 21648 -0.480447 2.9228 13982.4 12509.9 -1 8208 
410000 21648 -0.505254 2.79703 5019.3 4438.65 -1 8208 
410000 21648 -0.470842 2.9124 4900.63 4401.66 -1 8208 
410000 21648 -0.472906 2.44875 1114.39 992.542 -1 8208 
410000 21648 -1.30454 0.294681 24935.9 12602.3 1 8208 
410000 21648 -1.2128 0.179662 22626 12362.8 -1 8208 
410000 21648 -0.545391 -2.78658 12309.1 10680.2 -1 8208 
410000 21648 -1.26413 0.290423 17503.2 9157.72 -1 8208 
410000 21648 -1.23107 0.261259 5686.21 3058.74 -1 8208 
410000 21648 -1.40635 0.284451 17199.8 7951.49 -1 8208 
410000 21648 -1.27098 0.348127 15275.6 7945.57 1 8208 
410000 21648 -1.25837 0.345965 12674.4 6663.68 1 8208 
410000 21648 -1.36474 0.232302 10733.3 5147.26 1 8208 
410000 21648 -1.38729 0.258847 6234.79 2930.71 1 8208 
410000 21648 -1.07129 -2.60131 8236.97 5050 1 8208 
410000 21648 -0.595693 0.980502 5759.36 4868.1 -1 8208 
410000 21648 -1.25695 0.332703 8873.33 4670.57 -1 8208 
410000 21648 -1.26936 0.334735 8512.64 4433.55 -1 8208 
410000 21648 -1.26602 0.325327 7952.79 4153.71 -1 8208 
410000 21648 -1.26013 0.28435 4167.81 2186.89 -1 8208 
410000 21648 -0.993968 -1.35862 7017.01 4567.4 1 8208 
410000 21648 -1.28007 0.25965 8581.28 4428.56 1 8208 
410000 21648 0.00952695 1.68574 3820.59 3817.87 1 8208 
410000 21648 -0.111236 1.77849 1852.97 1836.33 1 8208 
410000 21648 0.197918 1.76503 1698.96 1660.59 1 8208 
410000 21648 -0.423448 -2.54106 3675.02 3366.05 1 8208 
410000 21648 -0.518766 -2.86192 3804.19 3341.79 1 8208 
410000 21648 -2.16585 -2.62316 14035.1 3176.41 -1 8208 
410000 21648 1.36952 -1.72535 6640.67 3170.81 -1 8208 
410000 21648 -2.0961 2.06823 12495.5 3026.33 -1 8208 
410000 21648 -0.612022 -1.829 3586.36 3003.38 -1 8208 
410000 21648 -1.77321 3.05685 8851.77 2921.25 1 8208 
410000 21648 -1.74532 2.89484 6038.61 2045.63 -1 8208 
410000 21648 -1.76267 -3.00318 3610.03 1202.53 1 8208 
410000 21648 -1.16472 -1.37828 4874.12 2770.59 1 8208 
410000 21648 -2.01685 -3.07701 9927.9 2596.05 1 8208 
410000 21648 0.467263 1.5802 2846.94 2559.03 1 8208 
410000 21648 0.32276 1.04196 1453.55 1374.61 -1 8208 
410000 21648 -1.39291 0.239966 5464.75 2555.84 1 8208 
410000 21648 -0.526872 -2.57272 2912.68 2547.49 1 8208 
410000 21648 -0.482919 -2.40601 1473.48 1310.99 1 8208 
410000 21648 -0.674083 2.59878 2991.31 2417.66 -1 8208 
410000 21648 0.57847 -2.5478 2713.43 2312.09 1 8208 
410000 21648 -2.05143 -3.02819 8085.41 2044.67 -1 8208 
410000 21648 1.50086 0.896382 4744.06 2014.23 1 8208 
410000 21648 -1.43674 0.106401 4448.4 2000.71 1 8208 
410000 21648 -1.94162 0.556533 7066.68 1986.44 1 8208 
410000 21648 0.67068 3.00906 2260.4 1829.07 -1 8208 
410000 21648 2.37935 -2.33268 9955.18 1828.06 1 8208 
410000 21648 -1.80949 2.17843 5592.2 1782.93 1 8208 
410000 21648 -1.8612 2.39412 3420.91 1037.83 1 8208 
410000 21648 -0.42648 0.400942 1829.86 1670.31 1 8208 
410000 21648 1.99281 2.17046 6241.96 1670.24 -1 8208 
410000 21648 -1.73109 0.883171 4860.17 1668.35 1 8208 
410000 21648 0.297647 -0.945966 1739.99 1660.29 1 8208 
410000 21648 1.07092 -2.79897 2705.02 1656.93 1 8208 
410000 21648 -0.762063 -2.60183 2137.92 1635.14 1 8208 
410000 21648 1.35367 2.37365 3344.7 1618.33 -1 8208 
410000 21648 -1.35628 0.253303 3330.28 1607.67 1 8208 
410000 21648 -1.26865 0.354867 2896.63 1507.99 1 8208 
410000 21648 -2.01518 0.0702108 5997.76 1570.63 -1 8208 
410000 21648 -1.42689 -0.154696 3409.83 1546.59 -1 8208 
410000 21648 0.303591 -2.16716 1620.78 1543.1 -1 8208 
410000 21648 -0.177712 0.141764 1541.1 1510.85 -1 8208 
410000 21648 1.00158 3.02952 2280.34 1473.24 1 8208 
410000 21648 -0.875345 -1.70585 2058.3 1458.28 1 8208 
410000 21648 -1.08606 -2.31534 2288.74 1384.48 1 8208 
410000 21648 1.87137 1.60312 4554.78 1368.99 -1 8208 
410000 21648 -2.40447 1.89367 7504.62 1344.34 -1 8208 
410000 21648 -0.6542 -2.18486 1641.61 1338.81 1 8208 
410000 21648 0.59515 -0.879274 1567.89 1320.77 1 8208 
410000 21648 1.91764 0.0325065 4572.08 1314.75 -1 8208 
410000 21648 -0.849041 2.78804 1797.44 1296.1 1 8208 
410000 21648 0.887226 -2.04438 1834.13 1287.82 -1 8208 
410000 21648 0.598007 -0.638689 1516.32 1275.02 1 8208 
410000 21648 -0.0105952 0.461393 1194.63 1186.38 1 8208 
410000 21648 -0.162726 -0.64892 1191.81 1168.11 1 8208 
410000 21648 -0.627967 2.16461 1411.01 1166.44 1 8208 
410000 21648 1.32999 -0.483467 2332.81 1151.23 -1 8208 
410000 21648 0.149496 2.81314 1171.32 1150.1 1 8208 
410000 21648 0.451345 0.493582 1246.53 1122.41 1 8208 
410000 21648 -0.384547 -0.462425 1189.13 1098.67 -1 8208 
410000 21648 0.357401 -0.731826 1177.72 1098.51 -1 8208 
410000 21648 2.16188 1.9916 4810.29 1092.47 1 8208 
410000 21648 0.916056 -1.80165 1565.84 1075.77 -1 8208 
410000 21648 -0.0352606 -2.65292 1076.58 1066.83 1 8208 
410000 21648 0.0371205 1.73185 1074.59 1064.75 1 8208 
410000 21648 1.7324 -1.47485 3073.43 1053.07 -1 8208 
410000 21648 -1.23408 -0.283402 1960.42 1049.53 -1 8208 
410000 21648 0.0840957 -2.92359 1046.13 1033.12 1 8208 
410000 21648 0.217715 -1.959 1060.55 1026.89 1 8208 
410000 21648 -1.06421 -2.62407 1645.95 1011.25 1 8208 
410000 21648 -0.895294 2.30615 1448.12 1009.18 1 8208 
410000 21648 -0.292146 2.01771 1051.65 999.391 -1 8208 
410000 21648 -0.215674 -0.973433 1015.12 982.543 -1 8208 
410000 21648 1.82749 1.10728 3112.06 974.728 1 8208 
410000 21648 1.50507 2.73054 2283.62 964.502 1 8208 
410000 21648 1.01822 -2.45497 1446.9 920.366 1 8208 
410000 21648 -2.21667 2.18857 4132.84 889.643 1 8208 
410000 21648 1.98493 0.104352 2982.04 803.344 -1 8208 
410000 21648 2.17021 -0.598531 3499.66 788.096 -1 8208 
410000 21648 0.525592 0.406152 855.94 739.911 -1 8208 
410000 21648 1.67914 0.843876 1734.91 623.448 -1 8208 
410000 21648 0.818347 -2.71879 7654.78 5652.7 -1 8208 
410000 21648 -1.95711 -2.54419 6667.32 1846.47 -1 8208 
410000 21648 -1.86621 -2.56826 5701.16 1722.28 -1 8208 
410000 21648 -1.12566 -2.62924 2213.3 1296.79 -1 8208 
410000 21648 -1.11152 -1.98652 2072.27 1227.75 1 8208 
410000 21648 -0.156232 2.45165 1307.14 1283.96 1 8208 
410000 21648 -0.3294 1.63108 1228.64 1157.33 -1 8208 
410000 21648 1.85491 0.316845 3973.42 1212.95 -1 8208 
410000 21641 -0.956316 0.580209 4558.42 3051.36 1 8208 
410000 21641 -1.07138 -0.626391 4756.16 2914.89 -1 8208 
410000 21641 -0.107216 0.852672 2868.78 2849 -1 8208 
410000 21641 -1.28971 3.03111 4960.98 2538.48 -1 8208 
410000 21641 0.178856 0.12164 2515.58 2472.06 -1 8208 
410000 21641 -0.563203 1.7617 2867.57 2463.09 1 8208 
410000 21641 1.57518 1.27337 6072.61 2409.8 1 8208 
410000 21641 -1.42765 -0.507843 4675.74 2120.16 1 8208 
410000 21641 0.563957 0.727356 2332.74 2001.72 -1 8208 
410000 21641 -1.1851 -1.9461 3395.99 1897.33 -1 8208 
410000 21641 1.37079 -0.34613 3840.99 1831.17 -1 8208 
410000 21641 0.942502 -1.78047 2652.68 1792.26 -1 8208 
410000 21641 -0.565912 1.73658 2067.82 1771.75 -1 8208 
410000 21641 0.883769 -2.68701 2479.38 1747.44 1 8208 
410000 21641 2.37491 2.99174 9288.18 1713 1 8208 
410000 21641 -2.03579 -1.90419 6618.62 1699.13 1 8208 
410000 21641 0.114612 1.68666 1693.12 1676.33 -1 8208 
410000 21641 0.24526 0.80493 1729.85 1673.62 1 8208 
410000 21641 0.543733 0.997083 1898.29 1644.07 -1 8208 
410000 21641 1.28575 2.83066 3030.02 1554.67 -1 8208 
410000 21641 -0.184344 -1.95995 1564.87 1532.52 -1 8208 
410000 21641 0.0894916 -1.55453 1462.36 1449.88 1 8208 
410000 21641 -1.70332 -2.30622 4066.71 1432.56 1 8208 
410000 21641 1.77547 2.97483 4335.78 1427.28 -1 8208 
410000 21641 0.885779 0.209318 1965.89 1382.27 -1 8208 
410000 21641 -0.975461 -2.61549 2097.39 1381.62 -1 8208 
410000 21641 -2.05633 1.29598 5475.72 1377.94 1 8208 
410000 21641 0.397258 0.85252 1488.25 1372 -1 8208 
410000 21641 -0.236216 -0.998472 1415.78 1370.47 1 8208 
410000 21641 -0.811905 -0.00141617 1832.13 1355.09 1 8208 
410000 21641 1.02925 2.43438 2137.4 1351.5 1 8208 
410000 21641 -0.596274 0.712203 1582.34 1332.24 -1 8208 
410000 21641 1.14541 -0.503611 2288.69 1319.78 -1 8208 
410000 21641 -1.13589 -2.42145 2247.76 1306.19 1 8208 
410000 21641 -0.0393769 0.494963 1299.14 1290.62 -1 8208 
410000 21641 -1.83258 0.703924 4090.28 1275.47 -1 8208 
410000 21641 0.924173 1.91954 1861.71 1273.02 -1 8208 
410000 21641 1.11528 -0.62479 2145.22 1267.33 1 8208 
410000 21641 1.07952 -2.83101 2076.45 1262.1 -1 8208 
410000 21641 1.21553 2.8306 2308.97 1256.46 -1 8208 
410000 21641 1.19452 1.41997 2239.6 1240.14 1 8208 
410000 21641 1.54513 -2.81487 3011.91 1227.57 1 8208 
410000 21641 -1.35065 -0.853152 2508.35 1216.05 -1 8208 
410000 21641 2.00817 3.12071 4562.36 1202.61 1 8208 
410000 21641 -0.568476 -0.899109 1398.36 1193.31 -1 8208 
410000 21641 1.38232 -0.91599 2492.27 1175.1 1 8208 
410000 21641 -1.12603 0.727351 1996.21 1168.72 -1 8208 
410000 21641 1.46909 -2.43595 2644.32 1154.28 -1 8208 
410000 21641 1.88153 -2.79016 3873.45 1152.77 -1 8208 
410000 21641 1.23029 0.732884 2140.7 1150.19 1 8208 
410000 21641 -1.63661 -1.4299 2991.88 1120.94 1 8208 
410000 21641 -1.41678 -1.52627 2413.3 1103.57 -1 8208 
410000 21641 -1.12198 -2.54909 1871.79 1099.1 -1 8208 
410000 21641 0.0530117 -0.845379 1095.74 1085.29 -1 8208 
410000 21641 1.80591 1.17125 3382.38 1081.47 1 8208 
410000 21641 -0.624394 0.043668 1306.55 1081.35 1 8208 
410000 21641 0.950731 -2.70927 1610.51 1078.96 1 8208 
410000 21641 2.44531 0.0667597 6260.15 1077.13 -1 8208 
410000 21641 -1.91339 2.47338 3705.93 1069.76 -1 8208 
410000 21641 0.685797 -2.27052 1325.95 1059.51 1 8208 
410000 21641 -1.04762 0.93045 1698.64 1057.53 -1 8208 
410000 21641 -0.408537 -1.81624 1153.62 1055.81 -1 8208 
410000 21641 1.82126 1.54149 3330.07 1049.33 -1 8208 
410000 21641 -0.919485 -1.74954 1528.84 1047.54 1 8208 
410000 21641 0.874667 -0.819002 1475.54 1043.61 -1 8208 
410000 21641 -0.713193 0.675492 1325.11 1041.45 -1 8208 
410000 21641 -1.42685 -1.28275 2297.56 1041.09 -1 8208 
410000 21641 0.643318 -2.67605 1263.06 1033.9 1 8208 
410000 21641 0.871361 0.585188 1416.78 1004 1 8208 
410000 21641 1.78786 -2.8345 3072.44 999.115 -1 8208 
410000 21641 -1.83765 0.906891 3178.51 986.021 1 8208 
410000 21641 -1.50856 -0.776235 2290.61 964.41 1 8208 
410000 21641 -1.52858 -1.67448 2323.38 960.632 -1 8208 
410000 21641 2.12216 2.63294 4044.38 954.543 -1 8208 
410000 21641 -2.40136 -1.66311 5273.72 947.426 1 8208 
410000 21641 1.32924 2.34477 1910.16 942.432 1 8208 
410000 21641 0.0582159 1.6528 954.211 942.352 -1 8208 
410000 21641 -0.497024 -2.8545 1066.19 938.669 1 8208 
410000 21641 -0.416636 -2.07657 1023.22 931.625 1 8208 
410000 21641 1.9705 -2.23431 3365.85 919.637 -1 8208 
410000 21641 1.56004 -2.47564 2237.62 898.853 1 8208 
410000 21641 -2.39151 0.838297 4833.85 876.808 1 8208 
410000 21641 -1.85508 -2.14532 2855.8 871.139 1 8208 
410000 21641 -0.493522 -1.71972 928.51 816.492 -1 8208 
410000 21641 1.19688 -2.86048 1360.23 749.22 1 8208 
410000 21641 0.485196 -1.02123 797.537 701.076 -1 8208 
410000 21641 1.438 1.27988 1495.17 669.099 -1 8208 
410000 21641 -1.59406 1.97248 1661.55 645.894 -1 8208 
410000 21641 0.662074 -1.49207 35508 28931.7 -1 8208 
410000 21641 -0.859109 2.46645 36790.4 26424 1 8208 
410000 21641 -0.725501 2.61815 1663.17 1299.92 1 8208 
410000 21641 -0.801159 2.93715 1570.85 1168.98 1 8208 
410000 21641 -0.141965 -2.09466 13973.8 13833.5 1 8208 
410000 21641 -0.180032 -2.04522 4008.4 3941.91 1 8208 
410000 21641 -0.133376 -2.07509 12132 12024.1 -1 8208 
410000 21641 -0.146279 -2.05321 7758.48 7674.97 -1 8208 
410000 21641 -0.394365 0.841712 11041.7 10234.6 1 8208 
410000 21641 -0.0526437 0.514685 6675.98 6665.28 1 8208 
410000 21641 0.0132609 0.558018 1553.56 1547.14 1 8208 
410000 21641 -0.553731 0.565045 7662.24 6619.88 1 8208 
410000 21641 -0.485178 0.124989 1202.84 1066.69 -1 8208 
410000 21641 -0.219246 -2.11626 6550.87 6395.06 1 8208 
410000 21641 0.0778204 0.414352 6208.18 6187.87 1 8208 
410000 21641 0.130146 -0.155344 1092.06 1074 -1 8208 
410000 21641 0.581288 0.681009 6507.68 5543.03 1 8208 
410000 21641 0.903322 0.664445 7503.27 5222.38 -1 8208 
410000 21641 2.04198 -0.461138 16029.6 4091.3 -1 8208 
410000 21641 2.00647 -0.127988 3520.63 929.236 1 8208 
410000 21641 2.02333 -0.565027 3245.45 842.664 -1 8208 
410000 21641 -1.04226 -0.564387 6125.74 3841.66 1 8208 
410000 21641 -1.11047 -0.57265 5974.94 3550.05 1 8208 
410000 21641 0.434796 0.663638 4204.27 3833.82 -1 8208 
