runNumber() eventNumber() neutralFE.eta() neutralFE.phi() neutralFE.e() neutralFE.pt() charge() signalType()
410000 21648 1.36611 2.11068 438.993 210.288 0 4112 
410000 21648 -1.88024 2.96099 688.002 205.14 0 4112 
410000 21648 -2.34727 0.744815 1082.05 205.076 0 4112 
410000 21648 -0.214112 -2.40282 209.007 204.306 0 4112 
410000 21648 1.39618 -0.745906 428.987 200.12 0 4112 
410000 21648 1.06295 0.53261 322.994 199.359 0 4112 
410000 21648 1.11833 0.0365828 330.015 194.897 0 4112 
410000 21648 0.859693 -0.162982 270.006 193.85 0 4112 
410000 21648 -2.18054 -2.87103 861.021 192.105 0 4112 
410000 21648 0.577756 -0.49594 221.011 188.641 0 4112 
410000 21648 1.74384 -0.540901 541.016 183.578 0 4112 
410000 21648 -1.72022 1.62634 527.986 183.176 0 4112 
410000 21648 -0.582154 -2.30171 211.001 179.684 0 4112 
410000 21648 2.168 0.54724 767.994 173.456 0 4112 
410000 21648 -0.161343 2.72551 175.001 172.748 0 4112 
410000 21648 2.37993 1.81991 940.961 172.706 0 4112 
410000 21648 2.04154 -0.312361 672.011 171.6 0 4112 
410000 21648 1.92804 -2.89901 601.015 171.194 0 4112 
410000 21648 -0.183521 0.248717 173.007 170.134 0 4112 
410000 21648 1.33606 0.82746 336.004 165.238 0 4112 
410000 21648 1.75291 -3.09952 487.001 163.846 0 4112 
410000 21648 1.34173 2.79693 331.008 161.979 0 4112 
410000 21648 0.212453 0.440424 164.007 160.374 0 4112 
410000 21648 -2.00764 2.40886 606.004 159.895 0 4112 
410000 21648 2.02216 -1.13368 603.048 156.901 0 4112 
410000 21648 2.2011 -1.23963 717.015 156.8 0 4112 
410000 21648 1.36329 1.31939 325.996 156.546 0 4112 
410000 21648 -0.309429 -1.9956 162.991 155.488 0 4112 
410000 21648 -2.13425 2.9892 658.064 153.59 0 4112 
410000 21648 -1.44837 2.20194 342.204 152.392 0 4112 
410000 21648 1.29235 0.44057 296.992 151.683 0 4112 
410000 21648 1.6639 -2.50443 405.979 148.458 0 4112 
410000 21648 1.74352 -2.30613 422.016 143.242 0 4112 
410000 21648 -1.01082 -0.345154 219.01 140.763 0 4112 
410000 21648 -0.891848 1.572 198.023 138.986 0 4112 
410000 21648 -0.729846 -0.894036 173.184 135.472 0 4112 
410000 21648 1.07253 -2.1241 220.001 134.767 0 4112 
410000 21648 -0.265975 -2.92528 135.82 131.154 0 4112 
410000 21648 -1.59914 -2.39626 328.992 127.743 0 4112 
410000 21648 0.710093 -1.03412 159.999 126.693 0 4112 
410000 21648 0.518552 2.01899 139.003 122.202 0 4112 
410000 21648 1.70119 2.01773 341.023 120.441 0 4112 
410000 21648 -1.64333 0.938797 309.985 115.543 0 4112 
410000 21648 2.13612 0.645186 490.026 114.163 0 4112 
410000 21648 -2.34416 1.61472 598.014 113.686 0 4112 
410000 21648 1.85212 2.19595 371.029 113.634 0 4112 
410000 21648 -0.756377 0.340032 141.997 109.232 0 4112 
410000 21648 0.172947 -2.19824 106.727 105.15 0 4112 
410000 21648 1.11232 2.9914 175.012 103.859 0 4112 
410000 21648 0.986053 1.91083 155.985 102.162 0 4112 
410000 21648 -0.93912 -1.19634 143.368 97.2416 0 4112 
410000 21648 1.23688 -0.446159 178.008 95.3152 0 4112 
410000 21648 -0.873672 -1.90125 132.639 94.301 0 4112 
410000 21648 2.31329 1.67849 479.012 93.8639 0 4112 
410000 21648 1.21739 0.721348 160.994 87.6313 0 4112 
410000 21648 -0.872797 1.8834 110.727 78.7707 0 4112 
410000 21648 -0.847455 3.00741 91.9863 66.6035 0 4112 
410000 21648 -0.858679 -1.54299 58.9732 42.3694 0 4112 
410000 21648 -1.5489 -2.62337 102.998 41.8796 0 4112 
410000 21648 1.45829 0.787149 80.9764 35.7415 0 4112 
410000 21648 0.30692 0.615513 28.0116 26.7422 0 4112 
410000 21648 -0.216562 -0.429288 11.0915 10.8364 0 4112 
410000 21648 0.116754 1.40895 10.0171 9.9492 0 4112 
410000 21648 1.25486 -2.31454 17.9879 9.48614 0 4112 
410000 21648 1.03338 1.98893 0 -2.03126 0 4112 
410000 21648 -1.21502 0.731396 0 -3.82173 0 4112 
410000 21648 2.23026 -2.68804 0 -14.2381 0 4112 
410000 21648 1.13488 0.527747 0 -43.7048 0 4112 
410000 21648 -1.44106 2.49643 0 -43.9203 0 4112 
410000 21648 -1.802 -1.50643 0 -49.4684 0 4112 
410000 21648 -1.73687 2.34368 0 -52.568 0 4112 
410000 21648 0.733572 0.328012 0 -60.9412 0 4112 
410000 21648 0.934198 2.20231 0 -66.029 0 4112 
410000 21648 2.27332 2.08448 0 -128.39 0 4112 
410000 21648 1.11565 0.393886 0 -149.127 0 4112 
410000 21648 -0.940927 3.0019 0 -153.762 0 4112 
410000 21648 -1.31012 -0.728153 0 -170.007 0 4112 
410000 21648 -1.04061 1.71636 0 -197.852 0 4112 
410000 21648 -0.836232 -2.69908 0 -207.97 0 4112 
410000 21648 -0.139956 2.71813 0 -271.971 0 4112 
410000 21648 -1.34101 -1.40817 0 -396.206 0 4112 
410000 21648 -0.392414 -0.327395 0 -413.316 0 4112 
410000 21648 -0.52605 1.12409 0 -450.013 0 4112 
410000 21648 1.7353 1.70842 0 -499.052 0 4112 
410000 21648 -0.277131 -0.939838 0 -506.422 0 4112 
410000 21648 1.77547 -1.71414 0 -580.849 0 4112 
410000 21648 -1.05993 -1.22818 0 -835.601 0 4112 
410000 21648 -0.131973 0.231003 0 -1065.71 0 4112 
410000 21648 -0.185388 -0.0918653 0 -1157.04 0 4112 
410000 21648 -2.04197 -2.61074 0 -1196.83 0 4112 
410000 21648 -0.0514874 -1.30402 0 -1262.41 0 4112 
410000 21648 0.38955 1.13456 0 -2498.06 0 4112 
410000 21648 2.91261 -1.79181 0 -4651.69 0 4112 
410000 21641 0.663939 -1.49703 75204.6 61210.4 0 4112 
410000 21641 -0.874165 2.50629 26589.4 18897.4 0 4112 
410000 21641 -0.862381 2.41405 22670 16245.4 0 4112 
410000 21641 -0.0881063 -2.10743 13624.3 13571.6 0 4112 
410000 21641 -0.564927 0.685221 13244.2 11379.6 0 4112 
410000 21641 4.31474 1.6745 355443 9502.9 0 4112 
410000 21641 -3.65891 2.15485 169992 8752.36 0 4112 
410000 21641 -0.0392946 0.540491 6934.99 6929.63 0 4112 
410000 21641 -1.16644 -3.10475 11584.9 6578.55 0 4112 
410000 21641 -0.134779 -2.26043 6248.9 6192.57 0 4112 
410000 21641 4.69352 -1.25424 328501 6013.95 0 4112 
410000 21641 -0.415181 0.753222 6427.24 5910.47 0 4112 
410000 21641 0.598929 -1.46763 6627.8 5594.1 0 4112 
410000 21641 -0.385555 0.795498 5860.24 5450.11 0 4112 
410000 21641 -0.219802 -2.09254 5095.37 4974.72 0 4112 
410000 21641 4.08471 -2.65736 138167 4648.84 0 4112 
410000 21641 -4.63647 0.89904 225831 4377.02 0 4112 
410000 21641 0.756584 0.793274 5591.18 4300.49 0 4112 
410000 21641 -1.16587 -3.04277 7265.53 4127.72 0 4112 
410000 21641 -1.33298 -1.05387 6497.11 3203.69 0 4112 
410000 21641 -2.90731 1.12498 29091.4 3168.62 0 4112 
410000 21641 -0.676647 2.40928 3684.53 2976.69 0 4112 
410000 21641 1.35983 2.76236 5858.35 2821.78 0 4112 
410000 21641 1.23995 0.909141 5280.15 2819.97 0 4112 
410000 21641 -0.0466316 -2.05902 2786.77 2783.74 0 4112 
410000 21641 -0.774887 2.39877 3660.45 2782.45 0 4112 
410000 21641 0.113078 0.45499 2731.17 2713.8 0 4112 
410000 21641 -0.634381 0.379075 3268.6 2705.66 0 4112 
410000 21641 0.902935 0.810412 3709.74 2583.19 0 4112 
410000 21641 -0.3212 -2.1169 2583.5 2455.73 0 4112 
410000 21641 0.692834 0.377231 2997.44 2398.4 0 4112 
410000 21641 -3.6793 0.412445 46499.2 2345.85 0 4112 
410000 21641 2.76116 -2.29683 18236.5 2296.6 0 4112 
410000 21641 -0.565151 0.459377 2661.11 2286.18 0 4112 
410000 21641 -1.22899 2.94243 4225.74 2277.8 0 4112 
410000 21641 -1.06611 -0.70829 3667.71 2258.17 0 4112 
410000 21641 1.4085 1.61289 4860.59 2242.84 0 4112 
410000 21641 -0.812853 -0.696518 2898.58 2148.75 0 4112 
410000 21641 1.64616 1.63033 5716.3 2125.1 0 4112 
410000 21641 0.877118 2.60511 2898.64 2055.82 0 4112 
410000 21641 -1.07122 -0.755467 3298.77 2022.83 0 4112 
410000 21641 2.11476 1.23929 8466.23 2013.78 0 4112 
410000 21641 0.0933015 0.939324 2004.22 1995.53 0 4112 
410000 21641 -0.387394 2.45256 2111.49 1962.39 0 4112 
410000 21641 0.448087 -2.89484 2161.31 1961.12 0 4112 
410000 21641 2.04937 1.01543 7530.09 1908.33 0 4112 
410000 21641 -1.85449 1.21859 6241.67 1907.31 0 4112 
410000 21641 -4.48826 2.22962 83677.8 1880.86 0 4112 
410000 21641 3.55927 0.640043 32272.5 1835.44 0 4112 
410000 21641 2.1727 -2.09556 8092.17 1819.31 0 4112 
410000 21641 -1.39079 -1.02769 3855.14 1807 0 4112 
410000 21641 0.440207 2.39628 1980.91 1803.34 0 4112 
410000 21641 1.71292 2.82817 5134.93 1793.71 0 4112 
410000 21641 -3.27727 1.31386 23687.3 1784.96 0 4112 
410000 21641 2.47837 -0.35046 10507.8 1750.46 0 4112 
410000 21641 0.939564 0.197732 2580.21 1749.5 0 4112 
410000 21641 -1.05729 -1.13207 2752.55 1706.5 0 4112 
410000 21641 1.42987 1.47658 3633.93 1645.25 0 4112 
410000 21641 0.650828 -1.29808 1989.74 1631.78 0 4112 
410000 21641 -0.355372 -0.467056 1717.59 1614.56 0 4112 
410000 21641 4.11593 -2.56651 49278.9 1607.13 0 4112 
410000 21641 -3.21927 0.444673 19497.8 1556.71 0 4112 
410000 21641 2.5706 -2.69971 9931.31 1510.45 0 4112 
410000 21641 -1.30999 0.547978 2992.95 1505.53 0 4112 
410000 21641 -1.02998 -3.14006 2326.88 1473.63 0 4112 
410000 21641 -0.900531 0.934606 2088.97 1457.12 0 4112 
410000 21641 -0.209914 0.420367 1451.49 1420.09 0 4112 
410000 21641 0.332062 -0.599862 1475.1 1397.35 0 4112 
410000 21641 1.49244 -2.51189 3255.74 1393.5 0 4112 
410000 21641 -0.143319 1.14773 1401.79 1387.52 0 4112 
410000 21641 0.288328 2.29357 1429.8 1372.36 0 4112 
410000 21641 1.41792 2.45919 2996.77 1371.29 0 4112 
410000 21641 -0.265428 1.02587 1418.03 1369.5 0 4112 
410000 21641 -1.68902 2.67857 3790.74 1354.11 0 4112 
410000 21641 0.0367898 -1.60106 1355 1354.08 0 4112 
410000 21641 -1.86596 -1.24179 4478.02 1353.51 0 4112 
410000 21641 -0.0506368 -0.364768 1346.71 1344.98 0 4112 
410000 21641 0.0122328 2.50673 1307.32 1307.22 0 4112 
410000 21641 -1.04943 -0.784926 2084.38 1300.23 0 4112 
410000 21641 -1.87536 -1.67913 4340.41 1300.21 0 4112 
410000 21641 -0.0762139 -0.252433 1287.31 1283.58 0 4112 
410000 21641 -2.15096 2.80686 5543.35 1272.94 0 4112 
410000 21641 -2.84594 0.733863 10926.6 1264.96 0 4112 
410000 21641 -0.121835 0.338642 1265.33 1255.99 0 4112 
410000 21641 -1.96838 2.05048 4565.19 1250.95 0 4112 
410000 21641 -1.42854 -1.8411 2751.14 1247.05 0 4112 
410000 21641 2.80386 -1.87686 10112.6 1220.68 0 4112 
410000 21641 -0.981071 3.08402 1806.7 1187.75 0 4112 
410000 21641 0.713386 -0.651754 1501.68 1186.69 0 4112 
410000 21641 -0.169117 1.78536 1183.42 1166.69 0 4112 
410000 21641 -0.006475 -1.6998 1162.87 1162.85 0 4112 
410000 21641 -0.83281 -0.501682 1548.46 1132.5 0 4112 
410000 21641 0.220247 2.0062 1143.56 1116.37 0 4112 
410000 21641 -0.21582 1.82376 1130.69 1104.86 0 4112 
410000 21641 0.188983 0.63717 1118.12 1098.45 0 4112 
410000 21641 -0.0194709 -2.2122 1092.74 1092.53 0 4112 
410000 21641 0.868129 0.417724 1518.01 1083.44 0 4112 
410000 21641 1.34928 -0.839237 2214.26 1076.43 0 4112 
410000 21641 -1.26537 -1.01112 2058.39 1075.85 0 4112 
410000 21641 0.930101 1.54934 1572.21 1073.45 0 4112 
410000 21641 0.04008 1.89119 1053.69 1052.84 0 4112 
410000 21641 -2.02085 -1.72041 4040.46 1052.57 0 4112 
410000 21641 -0.084309 -2.37429 1004.88 1001.32 0 4112 
410000 21641 0.660502 1.24763 1223.5 997.814 0 4112 
410000 21641 -0.982567 2.03406 1499.66 984.79 0 4112 
410000 21641 -1.76339 -0.540101 2954.98 984.4 0 4112 
410000 21641 1.30093 -0.558714 1941.71 984.393 0 4112 
410000 21641 0.516017 -0.429204 1116.94 983.124 0 4112 
410000 21641 2.33548 -2.51464 5088.2 975.577 0 4112 
410000 21641 1.78648 -1.64153 2963.4 965.913 0 4112 
410000 21641 -0.633777 0.511353 1153.39 955.066 0 4112 
410000 21641 -1.07526 0.627376 1541.56 942.283 0 4112 
410000 21641 0.236632 2.94218 967.752 941.275 0 4112 
410000 21641 -0.113437 -1.31653 939.384 933.372 0 4112 
410000 21641 -1.08557 1.46944 1519.63 921.315 0 4112 
410000 21641 -0.314473 -2.31767 960.691 915.07 0 4112 
410000 21641 1.06199 -0.621831 1475.14 911.173 0 4112 
410000 21641 -1.35004 -1.27603 1869.56 908.257 0 4112 
410000 21641 -0.664305 1.62826 1115.85 908.014 0 4112 
410000 21641 0.713223 2.68591 1139.18 900.319 0 4112 
410000 21641 -2.99759 -3.03828 9004.3 896.528 0 4112 
410000 21641 -0.261278 0.499026 914.761 884.401 0 4112 
410000 21641 -0.360208 1.63032 940.263 882.396 0 4112 
410000 21641 -0.63712 -2.29066 1066.03 881.072 0 4112 
410000 21641 -0.115504 2.30847 886.124 880.245 0 4112 
410000 21641 -0.845834 2.92225 1177.74 853.704 0 4112 
410000 21641 1.11774 2.32111 1441.28 851.583 0 4112 
410000 21641 -2.06432 1.62873 3390.2 846.825 0 4112 
410000 21641 -0.956996 -2.98362 1263.03 845.425 0 4112 
410000 21641 0.646309 0.531313 1000.39 822.536 0 4112 
410000 21641 -0.433546 1.9898 894.121 816.204 0 4112 
410000 21641 -0.207881 -0.442134 832.507 814.837 0 4112 
410000 21641 0.259376 1.95195 836.765 809.386 0 4112 
410000 21641 0.659258 -1.0333 987.6 806.009 0 4112 
410000 21641 -0.980673 2.32195 1224.4 805.178 0 4112 
410000 21641 0.612482 0.0119289 953.096 798.569 0 4112 
410000 21641 -0.327417 -1.62496 834.418 791.607 0 4112 
410000 21641 -2.42868 0.046311 4457.96 779.904 0 4112 
410000 21641 -1.10955 -2.3396 1281.39 762.123 0 4112 
410000 21641 -0.761423 2.93502 990.567 759.544 0 4112 
410000 21641 1.65187 0.636477 2050.97 758.438 0 4112 
410000 21641 -0.0706665 -2.50324 759.302 757.41 0 4112 
410000 21641 0.665066 -2.47469 930.077 756.511 0 4112 
410000 21641 -0.335307 0.321371 793.117 750.529 0 4112 
410000 21641 -2.20158 -0.0678226 3421.16 747.802 0 4112 
410000 21641 -0.180127 -1.81762 755.399 743.307 0 4112 
410000 21641 -0.209341 -3.13767 741.59 725.632 0 4112 
410000 21641 0.290624 -2.99101 755.02 724.219 0 4112 
410000 21641 -0.911398 -0.257578 1042.02 721.179 0 4112 
410000 21641 0.557514 0.735581 825.105 711.618 0 4112 
410000 21641 -1.43122 -1.79883 1569.27 709.628 0 4112 
410000 21641 2.0784 2.98746 2856.51 703.849 0 4112 
410000 21641 0.861535 1.70429 978.723 701.768 0 4112 
410000 21641 0.713502 -2.4806 884.537 698.948 0 4112 
410000 21641 0.690728 1.77479 867.837 695.277 0 4112 
410000 21641 2.18414 1.718 3110.36 691.529 0 4112 
410000 21641 0.813126 -2.4998 932.301 690.999 0 4112 
410000 21641 -0.812433 -2.84638 929.371 689.148 0 4112 
410000 21641 0.893817 -0.626557 964.687 676.135 0 4112 
410000 21641 -1.38705 -3.07859 1437.61 676.07 0 4112 
410000 21641 0.439697 1.00846 742.121 675.74 0 4112 
410000 21641 -0.888505 -1.42765 959.151 674.802 0 4112 
410000 21641 -0.812873 -2.18047 909.419 674.154 0 4112 
410000 21641 1.92286 1.01189 2335.89 668.667 0 4112 
410000 21641 1.92558 -0.034213 2316.37 661.352 0 4112 
410000 21641 -2.05303 2.21608 2609.18 658.903 0 4112 
410000 21641 -1.08955 2.99656 1081.87 653.836 0 4112 
410000 21641 -0.905918 -1.91356 938.417 652.047 0 4112 
410000 21641 0.88937 1.77422 926.651 651.536 0 4112 
410000 21641 -1.60005 -2.61083 1678.04 651.014 0 4112 
410000 21641 -2.05306 3.01955 2556.22 645.508 0 4112 
410000 21641 -0.964033 -0.225747 953.835 635.127 0 4112 
410000 21641 -0.439267 -1.77692 693.696 631.759 0 4112 
410000 21641 0.750847 2.07361 812.415 627.163 0 4112 
410000 21641 2.05461 -0.444233 2470.47 622.916 0 4112 
410000 21641 1.57409 2.98911 1567.08 622.655 0 4112 
410000 21641 -2.93379 1.20739 5862.57 621.959 0 4112 
410000 21641 -0.764396 0.255834 811.297 620.896 0 4112 
410000 21641 0.583169 0.830892 727.292 619.016 0 4112 
410000 21641 2.46367 -1.18516 3661.72 618.9 0 4112 
410000 21641 -0.67036 0.153592 758.212 614.817 0 4112 
410000 21641 -0.258319 1.8662 635.138 614.521 0 4112 
410000 21641 -0.890077 -2.79745 865.871 608.495 0 4112 
410000 21641 0.592792 0.0791414 716.148 606.439 0 4112 
410000 21641 -0.138329 0.911504 607.308 601.543 0 4112 
410000 21641 -0.439747 2.41057 653.283 594.836 0 4112 
410000 21641 0.764401 1.7202 776.945 594.604 0 4112 
410000 21641 -1.20065 3.11072 1068.96 590.053 0 4112 
410000 21641 -1.13585 2.99326 1004.17 584.673 0 4112 
410000 21641 0.364273 -0.0525704 617.235 578.432 0 4112 
410000 21641 1.51733 -0.42718 1372.11 574.184 0 4112 
410000 21641 2.08622 -3.09731 2345.25 573.513 0 4112 
410000 21641 1.8782 2.36192 1917.9 572.968 0 4112 
410000 21641 -1.67191 -2.07526 1561.75 566.856 0 4112 
410000 21641 1.31949 -0.655925 1120.18 558.863 0 4112 
410000 21641 -1.43731 -0.0611344 1219.35 548.399 0 4112 
410000 21641 -1.85835 -2.1247 1788.3 544.457 0 4112 
410000 21641 2.29125 1.29084 2718.39 544.309 0 4112 
410000 21641 0.0411723 -2.32381 544.407 543.946 0 4112 
410000 21641 -1.43622 1.73252 1204.19 542.114 0 4112 
410000 21641 1.35917 -2.51559 1122.17 540.827 0 4112 
410000 21641 -1.65238 -0.239132 1452.45 536.853 0 4112 
410000 21641 0.350323 -0.939783 563.288 530.406 0 4112 
410000 21641 2.77551 -2.0548 4267.53 529.83 0 4112 
410000 21641 0.561302 0.830407 608.124 523.473 0 4112 
410000 21641 1.75549 1.3104 1543.72 518.104 0 4112 
410000 21641 1.87787 -0.552355 1728.37 516.509 0 4112 
410000 21641 -0.551542 0.24459 597.008 516.445 0 4112 
410000 21641 -3.04532 1.62905 5439.2 516.435 0 4112 
410000 21641 -0.215621 -1.12212 526.904 514.889 0 4112 
410000 21641 0.138468 1.12415 516.151 511.242 0 4112 
410000 21641 -2.47558 -0.625276 3045.83 508.797 0 4112 
410000 21641 1.82054 -1.53156 1606.76 507.094 0 4112 
410000 21641 -2.19974 2.50375 2276.16 498.418 0 4112 
410000 21641 -0.373661 0.927256 529.961 495.001 0 4112 
410000 21641 -1.96407 -2.70251 1708.15 470.011 0 4112 
410000 21641 0.361328 -0.140193 494.93 464.29 0 4112 
410000 21641 -0.0378782 2.40611 455.96 455.633 0 4112 
410000 21641 -1.62496 -0.741151 1187.86 450.365 0 4112 
410000 21641 -2.07655 -2.68653 1813.26 447.592 0 4112 
410000 21641 -2.05492 1.82709 1738.23 438.154 0 4112 
410000 21641 2.43538 -2.25189 2509.55 436.152 0 4112 
410000 21641 -0.459351 -2.4924 476.495 430.295 0 4112 
410000 21641 1.99711 -2.84631 1610.56 429.285 0 4112 
410000 21641 -0.367605 1.2239 456.9 427.677 0 4112 
410000 21641 1.28781 3.00142 821.768 421.341 0 4112 
410000 21641 -1.2887 0.908305 814.184 417.135 0 4112 
410000 21641 1.67222 -1.98104 1147.55 416.398 0 4112 
410000 21641 -0.655784 -0.61963 506.928 414.548 0 4112 
410000 21641 1.3083 -2.78993 821.353 413.763 0 4112 
410000 21641 -0.656855 2.70907 504.324 412.165 0 4112 
410000 21641 -1.93587 -0.956954 1453.28 410.856 0 4112 
410000 21641 0.714404 0.826541 520.136 410.777 0 4112 
410000 21641 2.00263 3.10887 1528.52 405.255 0 4112 
410000 21641 -0.934736 -1.15796 593.017 403.519 0 4112 
410000 21641 1.01503 -2.70168 629.182 403.084 0 4112 
410000 21641 1.11151 1.11556 678.515 402.918 0 4112 
410000 21641 1.5722 0.293523 1001.44 398.596 0 4112 
410000 21641 0.833018 1.60818 541.725 396.145 0 4112 
410000 21641 -1.54995 -1.8097 969.643 393.884 0 4112 
410000 21641 -1.05723 -0.631574 628.204 389.486 0 4112 
410000 21641 2.10668 -0.936312 1608.68 385.657 0 4112 
410000 21641 -0.809955 -0.506797 517.536 384.401 0 4112 
410000 21641 2.11226 -1.16887 1606.72 383.105 0 4112 
410000 21641 0.0387153 -1.72906 381.318 381.032 0 4112 
410000 21641 0.34914 -3.09421 400.131 376.923 0 4112 
410000 21641 -0.687401 2.99843 466.325 374.344 0 4112 
410000 21641 0.308004 0.832475 390.438 372.623 0 4112 
410000 21641 0.312854 -1.80573 390.374 372.019 0 4112 
410000 21641 1.70203 -1.60015 1051.89 371.21 0 4112 
410000 21641 -1.69682 0.387013 1046.23 371.014 0 4112 
410000 21641 0.212186 2.70848 379.255 370.874 0 4112 
410000 21641 -1.39317 -1.80425 780.296 364.975 0 4112 
410000 21641 -1.91265 2.44152 1237.63 357.765 0 4112 
410000 21641 2.27136 2.45509 1750.82 357.464 0 4112 
410000 21641 0.310806 -2.21619 373.245 355.916 0 4112 
410000 21641 -2.17835 0.455582 1582.46 353.82 0 4112 
410000 21641 0.689454 -2.63459 438.553 351.619 0 4112 
410000 21641 1.01161 -2.59325 538.512 345.904 0 4112 
410000 21641 0.23601 2.58761 349.929 340.404 0 4112 
410000 21641 -0.58974 -0.919221 395.49 335.446 0 4112 
410000 21641 0.211528 1.61545 341.255 333.76 0 4112 
410000 21641 -1.66884 2.1048 909.33 330.998 0 4112 
410000 21641 -0.518558 0.042786 372.563 327.531 0 4112 
410000 21641 0.790581 0.634401 434.588 326.972 0 4112 
410000 21641 -0.507942 -2.40096 368.324 325.432 0 4112 
410000 21641 0.637968 1.18933 393.065 324.714 0 4112 
410000 21641 0.667496 2.6948 384.546 312.342 0 4112 
410000 21641 0.588725 -3.08659 365.577 310.241 0 4112 
410000 21641 -1.88916 1.5325 1043.94 308.627 0 4112 
410000 21641 0.388835 0.338297 329.118 305.714 0 4112 
410000 21641 1.98276 -0.250429 1127.9 304.819 0 4112 
410000 21641 1.53234 0.917787 736.093 303.856 0 4112 
410000 21641 2.17942 -2.78387 1348.63 301.226 0 4112 
410000 21641 1.82171 1.41377 936.061 295.095 0 4112 
410000 21641 -0.663334 0.652294 360.585 293.59 0 4112 
410000 21641 -0.494321 1.3347 328.952 292.484 0 4112 
410000 21641 -0.830831 -2.51154 395.774 289.847 0 4112 
410000 21641 -0.931017 -1.61035 420.589 286.97 0 4112 
410000 21641 -1.62572 -0.937335 750.547 284.36 0 4112 
410000 21641 -1.49777 0.868353 667.146 284.174 0 4112 
410000 21641 1.49768 -1.62993 663.417 282.609 0 4112 
410000 21641 1.67352 -0.83451 764.201 276.96 0 4112 
410000 21641 -0.481617 0.948711 308.103 275.525 0 4112 
410000 21641 -2.07945 1.24112 1113.39 274.062 0 4112 
410000 21641 -1.31492 0.447142 541.374 271.165 0 4112 
410000 21641 1.63318 1.72104 720.58 271.128 0 4112 
410000 21641 1.55241 2.10768 665.839 269.866 0 4112 
410000 21641 -0.376065 -3.01209 283.644 264.705 0 4112 
410000 21641 -1.57265 -2.98968 662.047 263.402 0 4112 
410000 21641 0.25697 -2.98767 267.638 259.038 0 4112 
410000 21641 -1.72363 -0.14841 739.36 255.69 0 4112 
410000 21641 -1.3619 -1.527 525.264 252.544 0 4112 
410000 21641 0.262087 1.51456 255.672 247.136 0 4112 
410000 21641 -1.45554 0.353817 558.331 247.045 0 4112 
410000 21641 -0.68492 -0.212134 306.553 246.45 0 4112 
410000 21641 0.627516 -0.901704 294.584 244.786 0 4112 
410000 21641 1.69619 -0.724757 680.097 241.318 0 4112 
410000 21641 -1.44334 -3.05279 539.011 241.116 0 4112 
410000 21641 -1.90177 2.59748 823.145 240.437 0 4112 
410000 21641 1.09071 2.89089 396.51 239.412 0 4112 
410000 21641 1.25576 -2.01336 451.086 237.703 0 4112 
410000 21641 2.00129 -1.03631 874.034 232.031 0 4112 
410000 21641 1.62201 1.41531 609.203 231.602 0 4112 
410000 21641 -0.914083 -2.39647 329.187 227.389 0 4112 
410000 21641 1.70122 0.627064 640.612 226.241 0 4112 
410000 21641 -1.01978 0.539742 345.372 220.456 0 4112 
410000 21641 0.338508 1.12468 229.138 216.609 0 4112 
410000 21641 0.328019 -1.47782 226.801 215.124 0 4112 
410000 21641 0.530329 0.230759 241.244 210.886 0 4112 
410000 21641 -0.170758 -0.0541306 207.143 204.159 0 4112 
410000 21641 0.48145 1.97369 223.836 200.184 0 4112 
410000 21641 1.42232 1.81459 432.128 196.964 0 4112 
410000 21641 -1.73423 -2.40426 563.337 192.887 0 4112 
410000 21641 1.8544 2.10329 618.867 189.128 0 4112 
410000 21641 -0.228028 -0.132038 188.163 183.375 0 4112 
410000 21641 -0.907352 -1.23286 263.069 182.602 0 4112 
410000 21641 2.3215 -1.2099 929.889 180.752 0 4112 
410000 21641 -0.941196 -2.5966 266.644 180.58 0 4112 
410000 21641 2.03098 1.6125 699.935 180.565 0 4112 
410000 21641 -0.421042 -0.719829 189.198 173.583 0 4112 
410000 21641 -1.99297 -0.735706 623.703 166.909 0 4112 
410000 21641 -0.482247 2.40985 185.604 165.932 0 4112 
410000 21641 -0.48938 -1.81494 185.655 165.445 0 4112 
410000 21641 1.9657 0.340899 593.928 163.167 0 4112 
410000 21641 -0.0325736 -0.746086 163.017 162.931 0 4112 
410000 21641 -0.425352 2.87879 176.642 161.784 0 4112 
410000 21641 -0.433705 1.63668 176.345 160.967 0 4112 
410000 21641 0.686833 -0.934376 200.336 160.875 0 4112 
410000 21641 1.92372 -0.24845 541.237 154.806 0 4112 
410000 21641 2.48031 -2.32986 913.417 151.873 0 4112 
410000 21641 -2.24743 -0.108567 726.374 151.818 0 4112 
410000 21641 0.873084 1.2153 213.117 151.58 0 4112 
410000 21641 -0.927492 -0.013414 221.124 151.263 0 4112 
410000 21641 -1.36635 0.0795808 310.169 148.547 0 4112 
410000 21641 1.36622 1.15995 284.726 136.377 0 4112 
410000 21641 0.91375 -2.21696 186.711 129.003 0 4112 
410000 21641 -1.93178 -1.30574 453.224 128.635 0 4112 
410000 21641 0.765615 0.534253 165.866 126.84 0 4112 
410000 21641 1.3081 -1.62214 250.023 125.973 0 4112 
410000 21641 -0.978271 -0.302338 183.439 120.85 0 4112 
410000 21641 -1.6105 -0.918365 300.191 115.345 0 4112 
410000 21641 0.93821 -2.90463 167.467 113.663 0 4112 
410000 21641 0.584375 -2.99468 132.518 112.717 0 4112 
410000 21641 1.74514 3.11911 316.294 107.195 0 4112 
410000 21641 -1.11608 -2.31449 172.193 101.877 0 4112 
410000 21641 -0.270146 -2.2166 100.86 97.2884 0 4112 
