runNumber() eventNumber() neutralFE.eta() neutralFE.phi() neutralFE.e() neutralFE.pt() charge() signalType()
410000 21638 2.55517 -1.81172 78204.5 12076.9 0 4112 
410000 21638 2.48533 -1.85485 71924.7 11899.8 0 4112 
410000 21638 1.19893 0.890363 19297.7 10667.4 0 4112 
410000 21638 0.593568 -2.9308 11601.8 9820.39 0 4112 
410000 21638 1.08367 1.04148 15467.9 9391.97 0 4112 
410000 21638 2.11646 -2.29456 38562.3 9157.32 0 4112 
410000 21638 2.03237 -2.20625 30658.6 7898.45 0 4112 
410000 21638 1.9449 -2.39967 27655 7750.88 0 4112 
410000 21638 1.07805 0.804376 11826.8 7213.26 0 4112 
410000 21638 0.638038 -2.87604 8692.84 7180.92 0 4112 
410000 21638 1.03853 0.818841 7802.93 4908.98 0 4112 
410000 21638 2.40636 -1.92937 25627.7 4583.07 0 4112 
410000 21638 2.63639 -0.488857 31073.3 4428.21 0 4112 
410000 21638 1.1307 1.10311 6732.33 3936.3 0 4112 
410000 21638 1.12796 1.47927 6521.62 3821.6 0 4112 
410000 21638 -1.94267 -2.4028 13512 3795.14 0 4112 
410000 21638 1.06038 -3.09694 5278.34 3264.49 0 4112 
410000 21638 -3.52495 1.88717 47606 2801.89 0 4112 
410000 21638 0.545767 -2.38016 3049 2645.18 0 4112 
410000 21638 1.93765 -2.5787 8971.99 2532.16 0 4112 
410000 21638 -0.570992 -0.703202 2892.18 2477.25 0 4112 
410000 21638 -0.330422 -3.12158 2566 2432.02 0 4112 
410000 21638 1.66653 0.211772 6424.32 2343.51 0 4112 
410000 21638 -1.07752 -2.16143 3746.02 2285.68 0 4112 
410000 21638 0.794695 0.930861 2975.88 2232.9 0 4112 
410000 21638 0.224605 2.33114 2242.02 2186.64 0 4112 
410000 21638 -1.64257 2.88663 5692.33 2123.24 0 4112 
410000 21638 2.39542 -2.00265 11444.3 2068.74 0 4112 
410000 21638 3.41178 -1.11762 30203.9 1990.23 0 4112 
410000 21638 -0.730919 2.05422 2538.99 1984.79 0 4112 
410000 21638 -0.110927 1.91691 1956.01 1944.04 0 4112 
410000 21638 -0.144996 0.831033 1941.99 1921.76 0 4112 
410000 21638 0.249755 2.80476 1934.98 1876.16 0 4112 
410000 21638 -0.697693 -2.25943 2337.93 1865.24 0 4112 
410000 21638 0.385074 -1.82228 2001.44 1861.7 0 4112 
410000 21638 -0.561633 -1.39227 2071.97 1783.26 0 4112 
410000 21638 2.67844 -2.01833 12921.1 1766.26 0 4112 
410000 21638 1.86848 2.11353 5737.02 1729.9 0 4112 
410000 21638 0.730679 2.06409 2183.01 1706.77 0 4112 
410000 21638 1.82718 -2.40487 5287.07 1658.12 0 4112 
410000 21638 -0.845483 -3.09098 2240.69 1624.6 0 4112 
410000 21638 -0.170495 -2.66301 1564.01 1541.55 0 4112 
410000 21638 -0.287311 -2.13709 1570.98 1508.3 0 4112 
410000 21638 0.590031 2.25387 1727.98 1465.41 0 4112 
410000 21638 1.25113 0.512963 2675.01 1415.18 0 4112 
410000 21638 1.85257 -1.62304 4437.99 1358.63 0 4112 
410000 21638 -0.128908 0.321926 1335 1323.98 0 4112 
410000 21638 0.0343149 2.20262 1304.73 1303.96 0 4112 
410000 21638 -0.108899 2.89377 1280.02 1272.46 0 4112 
410000 21638 -2.58575 2.40865 8461.57 1267.78 0 4112 
410000 21638 -0.564166 -1.68952 1473.59 1266.62 0 4112 
410000 21638 -0.335131 -0.129785 1299.98 1230.25 0 4112 
410000 21638 -1.72709 1.52347 3527.06 1215.8 0 4112 
410000 21638 -0.431887 -1.22934 1247 1139.11 0 4112 
410000 21638 -0.182471 -1.79423 1147.02 1128.18 0 4112 
410000 21638 -2.42658 2.58737 6098.13 1069.06 0 4112 
410000 21638 1.96885 -1.14079 3785.03 1036.71 0 4112 
410000 21638 1.07487 -0.371861 1676 1024.78 0 4112 
410000 21638 -0.0502187 2.0204 1020.07 1018.78 0 4112 
410000 21638 0.26003 0.830477 1020.25 986.703 0 4112 
410000 21638 1.99503 1.5369 3634.28 970.641 0 4112 
410000 21638 1.78138 -1.71472 2932.98 960.613 0 4112 
410000 21638 -0.45703 -0.00148158 1056.01 954.565 0 4112 
410000 21638 -0.956089 -2.74708 1364 913.632 0 4112 
410000 21638 2.27681 3.03973 4476.04 909.016 0 4112 
410000 21638 0.151079 -1.83073 906.997 896.743 0 4112 
410000 21638 -0.910045 -1.12084 1290.04 893.709 0 4112 
410000 21638 -1.62244 0.14357 2351.42 893.595 0 4112 
410000 21638 0.775307 -2.16721 1166.01 886.084 0 4112 
410000 21638 -2.03166 -0.437092 3401.96 877.041 0 4112 
410000 21638 -0.537743 -2.77176 1003.13 873.729 0 4112 
410000 21638 -1.17367 -1.17412 1539.99 869.293 0 4112 
410000 21638 0.858418 0.64017 1208.2 868.19 0 4112 
410000 21638 1.87421 -0.56066 2888 866.078 0 4112 
410000 21638 -0.835346 -1.148 1178.97 860.774 0 4112 
410000 21638 1.16855 -2.71799 1516.39 859.594 0 4112 
410000 21638 -1.29814 -1.45428 1690.99 859.349 0 4112 
410000 21638 -0.381669 0.0143839 906.902 844.633 0 4112 
410000 21638 1.38861 -0.843086 1795.01 842.986 0 4112 
410000 21638 1.26289 2.70156 1606.99 841.697 0 4112 
410000 21638 0.277152 2.6414 862.996 830.88 0 4112 
410000 21638 0.412219 -0.90075 872.991 803.732 0 4112 
410000 21638 -1.7712 -1.19107 2421.06 800.612 0 4112 
410000 21638 0.721192 -2.31044 1001 787.244 0 4112 
410000 21638 -1.84993 -3.02495 2552.07 783.253 0 4112 
410000 21638 -0.678763 0.823289 959.998 774.604 0 4112 
410000 21638 0.334331 -0.384664 816.983 773.357 0 4112 
410000 21638 -1.3719 2.99842 1608 766.355 0 4112 
410000 21638 0.673216 0.334615 946.283 766.036 0 4112 
410000 21638 0.239398 -2.51011 782.143 760.253 0 4112 
410000 21638 1.35896 -1.33578 1570.98 757.268 0 4112 
410000 21638 0.111357 -1.51734 752.017 747.378 0 4112 
410000 21638 -0.347175 -2.21924 766.988 722.979 0 4112 
410000 21638 1.30395 1.35004 1422.52 719.302 0 4112 
410000 21638 -0.383725 1.33617 761.992 709.14 0 4112 
410000 21638 0.0648132 0.347898 687.01 685.569 0 4112 
410000 21638 0.414009 2.11146 717.785 660.377 0 4112 
410000 21638 2.37178 -0.0417109 3542.04 655.343 0 4112 
410000 21638 -0.211063 -0.554892 665.006 650.463 0 4112 
410000 21638 -1.38954 -2.9772 1377 646.149 0 4112 
410000 21638 0.103389 -1.41665 646.996 643.554 0 4112 
410000 21638 -2.04983 -2.34427 2535.05 642.162 0 4112 
410000 21638 -1.32771 -0.66972 1271.99 630.092 0 4112 
410000 21638 0.766069 0.820947 821.004 627.648 0 4112 
410000 21638 -0.256342 -2.75114 639.998 619.531 0 4112 
410000 21638 0.898319 -2.60425 880.027 614.818 0 4112 
410000 21638 2.11998 3.10677 2591.05 613.192 0 4112 
410000 21638 -0.0309312 2.72999 605.006 604.717 0 4112 
410000 21638 1.5232 0.710165 1418.03 590.242 0 4112 
410000 21638 0.360034 -2.99884 626.002 587.511 0 4112 
410000 21638 -0.0114549 2.20126 581.003 580.964 0 4112 
410000 21638 -1.33295 -1.40974 1169 576.444 0 4112 
410000 21638 0.438722 -0.0527067 631.982 575.685 0 4112 
410000 21638 1.99487 2.26744 2150.99 574.574 0 4112 
410000 21638 -0.207692 0.317964 576.01 563.806 0 4112 
410000 21638 -0.806695 0.251343 747.987 556.782 0 4112 
410000 21638 -1.73104 -1.62061 1615.02 554.644 0 4112 
410000 21638 1.83065 -2.97853 1772.01 553.904 0 4112 
410000 21638 -2.78131 -2.07724 4476.25 552.549 0 4112 
410000 21638 1.49675 2.40538 1264.42 539.084 0 4112 
410000 21638 -0.835264 0.541111 730.992 533.73 0 4112 
410000 21638 -0.506123 2.70711 601.012 531.475 0 4112 
410000 21638 -1.17193 -2.89823 936.985 529.671 0 4112 
410000 21638 1.95286 0.448707 1876.02 521.79 0 4112 
410000 21638 -1.74556 -2.60347 1521.04 515.289 0 4112 
410000 21638 0.861069 1.1383 718.006 514.995 0 4112 
410000 21638 -0.485587 -1.97185 563.02 502.592 0 4112 
410000 21638 -2.1778 -0.73419 2239.02 500.893 0 4112 
410000 21638 0.94306 1.0434 740.026 500.48 0 4112 
410000 21638 -0.504737 -2.39441 563.009 498.191 0 4112 
410000 21638 -0.638012 -0.0513152 602.997 498.127 0 4112 
410000 21638 0.249529 -2.78967 513.006 497.439 0 4112 
410000 21638 -2.10125 -2.18206 2063.93 497.412 0 4112 
410000 21638 0.594626 0.146104 577.007 488.136 0 4112 
410000 21638 -0.931664 -0.264031 712.55 485.947 0 4112 
410000 21638 0.364293 -1.53859 512.406 480.189 0 4112 
410000 21638 -0.0691929 2.80551 479.498 478.353 0 4112 
410000 21638 2.16626 -3.09216 2073.06 469.006 0 4112 
410000 21638 0.388866 -0.444191 503.004 467.23 0 4112 
410000 21638 1.16658 2.22117 821.021 466.17 0 4112 
410000 21638 0.16076 -2.47153 469.002 463.007 0 4112 
410000 21638 -0.821698 -2.49474 624.003 459.833 0 4112 
410000 21638 0.167443 -2.99461 466 459.543 0 4112 
410000 21638 2.24774 1.65584 2188.11 457.194 0 4112 
410000 21638 -2.39407 -1.41305 2466.94 446.532 0 4112 
410000 21638 2.47591 2.39577 2666.01 445.2 0 4112 
410000 21638 0.901467 0.896288 621.036 432.9 0 4112 
410000 21638 -1.23699 -0.739938 799.995 428.321 0 4112 
410000 21638 -1.82624 0.73751 1363.04 427.857 0 4112 
410000 21638 2.35517 -1.23857 2273.07 427.479 0 4112 
410000 21638 -0.709165 -2.70189 531.957 421.46 0 4112 
410000 21638 0.216289 1.42124 428.005 418.185 0 4112 
410000 21638 -2.05919 -2.4926 1655.03 415.464 0 4112 
410000 21638 0.84466 -1.60376 571.414 414.535 0 4112 
410000 21638 0.0144698 -2.59468 411.996 411.953 0 4112 
410000 21638 1.95247 1.6357 1476.03 410.695 0 4112 
410000 21638 0.419864 -1.5365 446.999 410.3 0 4112 
410000 21638 -0.161384 -1.12984 412.998 407.677 0 4112 
410000 21638 -0.0272966 1.39288 405.008 404.857 0 4112 
410000 21638 -2.14746 -0.141694 1716.1 395.42 0 4112 
410000 21638 1.90041 2.81418 1346.99 393.966 0 4112 
410000 21638 2.09425 0.0317743 1616 392.115 0 4112 
410000 21638 0.865611 -0.332952 539.004 385.381 0 4112 
410000 21638 -2.22687 -3.09389 1790.15 381.748 0 4112 
410000 21638 0.728684 -0.136021 482.449 377.667 0 4112 
410000 21638 -1.83846 1.56115 1216.1 377.326 0 4112 
410000 21638 -0.932392 0.242242 551.001 375.573 0 4112 
410000 21638 -0.9314 -1.33547 550.193 375.295 0 4112 
410000 21638 0.758497 -2.11189 480.997 369.51 0 4112 
410000 21638 1.1155 -1.23354 620.994 367.577 0 4112 
410000 21638 -1.31366 2.91181 714.994 358.52 0 4112 
410000 21638 -0.380268 1.22564 374.992 349.423 0 4112 
410000 21638 -0.758884 1.91381 443.997 341.001 0 4112 
410000 21638 -0.560913 2.40513 393.005 338.365 0 4112 
410000 21638 -2.301 -1.80929 1694.07 335.981 0 4112 
410000 21638 1.57296 -0.530471 820.019 326.16 0 4112 
410000 21638 -1.89943 -0.926566 1111.04 325.259 0 4112 
410000 21638 -2.30281 -0.941189 1609.12 318.567 0 4112 
410000 21638 -1.31229 -1.81028 623.992 313.259 0 4112 
410000 21638 1.96751 1.22536 1137.99 312.092 0 4112 
410000 21638 0.785377 2.20567 411.008 310.291 0 4112 
410000 21638 -0.9374 0.0164956 455.012 309.008 0 4112 
410000 21638 -1.23624 1.6182 570.013 305.383 0 4112 
410000 21638 0.712577 2.72658 384.009 303.61 0 4112 
410000 21638 0.485381 -0.929132 340.006 303.542 0 4112 
410000 21638 1.06579 -2.84158 484.993 298.68 0 4112 
410000 21638 -1.64814 -2.30916 792.976 294.256 0 4112 
410000 21638 0.682011 -2.83328 365.008 293.952 0 4112 
410000 21638 0.573363 -3.00732 342.361 292.886 0 4112 
410000 21638 0.81631 -0.25036 394.024 291.417 0 4112 
410000 21638 2.3471 -0.627851 1514.07 287.003 0 4112 
410000 21638 1.05563 -1.32003 461.987 286.792 0 4112 
410000 21638 -0.368819 0.922166 300.364 281.032 0 4112 
410000 21638 2.15287 -1.26797 1223.07 280.337 0 4112 
410000 21638 -0.207581 3.10898 283.98 277.97 0 4112 
410000 21638 -1.52738 -0.479845 670.042 277.842 0 4112 
410000 21638 1.86951 3.09422 898.989 270.807 0 4112 
410000 21638 -0.429525 2.47468 292.729 267.657 0 4112 
410000 21638 -1.55 -0.95897 650.025 264.039 0 4112 
410000 21638 0.0366987 2.50707 262.002 261.825 0 4112 
410000 21638 2.40537 -0.92519 1461.07 261.54 0 4112 
410000 21638 -2.24669 0.42196 1242.94 259.971 0 4112 
410000 21638 1.17942 2.62092 446.989 251.12 0 4112 
410000 21638 -1.79762 -1.61445 760.978 245.438 0 4112 
410000 21638 -2.47505 -1.15947 1465.07 244.863 0 4112 
410000 21638 -1.05889 -1.81488 392.987 243.335 0 4112 
410000 21638 1.04316 2.21607 388.003 243.223 0 4112 
410000 21638 -2.02653 -2.81666 927.005 240.173 0 4112 
410000 21638 -1.13159 -1.13666 396.577 231.706 0 4112 
410000 21638 0.434643 1.63163 246.005 224.466 0 4112 
410000 21638 1.82651 1.75755 707.039 221.88 0 4112 
410000 21638 0.26459 3.09862 228 220.246 0 4112 
410000 21638 -1.13066 0.257298 374.888 219.199 0 4112 
410000 21638 -2.20894 2.11287 1005.06 218.116 0 4112 
410000 21638 2.33292 1.82098 1108.02 212.977 0 4112 
410000 21638 -1.13827 1.34536 366.073 212.726 0 4112 
410000 21638 -1.07755 -2.19586 345.495 210.803 0 4112 
410000 21638 -1.27708 -2.1425 400.369 207.177 0 4112 
410000 21638 -0.270902 -2.88415 214.01 206.391 0 4112 
410000 21638 -1.28248 3.09559 398.99 205.511 0 4112 
410000 21638 0.217266 -1.83473 204.007 199.285 0 4112 
410000 21638 -1.97993 -2.11415 723.966 196.189 0 4112 
410000 21638 3.04604 -0.834131 2045.65 194.089 0 4112 
410000 21638 2.84949 2.25053 1679.16 193.711 0 4112 
410000 21638 0.766859 0.158275 250.997 191.786 0 4112 
410000 21638 -0.45551 2.69452 207.996 188.138 0 4112 
410000 21638 1.92994 -1.62239 661.024 187.944 0 4112 
410000 21638 -0.639838 -2.2001 223.994 184.847 0 4112 
410000 21638 1.27217 -2.31334 350.985 182.386 0 4112 
410000 21638 -2.34486 3.00908 957.049 181.816 0 4112 
410000 21638 -1.35837 -0.732862 374.999 180.857 0 4112 
410000 21638 -2.25295 -2.56786 861.073 179.002 0 4112 
410000 21638 1.85162 -1.41813 583.036 178.651 0 4112 
410000 21638 -0.972239 1.91488 268.992 178.017 0 4112 
410000 21638 -0.461711 -0.156865 196.993 177.712 0 4112 
410000 21638 2.32445 -1.52895 910.031 176.382 0 4112 
410000 21638 0.880728 1.9412 241.82 171.071 0 4112 
410000 21638 1.62578 0.143673 445.98 168.96 0 4112 
410000 21638 -1.86881 1.7323 555.97 167.589 0 4112 
410000 21638 0.385104 -2.76978 177.995 165.565 0 4112 
410000 21638 0.037937 -1.13263 165.001 164.882 0 4112 
410000 21638 -1.92891 -1.41444 572.015 162.798 0 4112 
410000 21638 1.08438 1.41628 262.999 159.6 0 4112 
410000 21638 1.70287 2.60102 451.026 159.041 0 4112 
410000 21638 -1.5461 0.0648895 383.993 156.533 0 4112 
410000 21638 1.8648 -0.0754454 512.987 155.226 0 4112 
410000 21638 -1.80051 -0.537583 458.982 147.632 0 4112 
410000 21638 1.4197 -0.252287 323.023 147.578 0 4112 
410000 21638 -1.57098 0.0568061 369.019 147.043 0 4112 
410000 21638 0.98668 1.71412 223.985 146.629 0 4112 
410000 21638 1.57536 0.511207 361.995 143.666 0 4112 
410000 21638 1.38904 0.635437 302.99 142.238 0 4112 
410000 21638 -0.858071 -1.82024 196.004 140.879 0 4112 
410000 21638 1.02387 -2.17252 219.461 139.644 0 4112 
410000 21638 0.707543 -2.11361 174.998 138.785 0 4112 
410000 21638 -0.567509 -1.28482 160.999 138.149 0 4112 
410000 21638 1.3873 -0.449247 288.99 135.875 0 4112 
410000 21638 -1.37398 2.40282 281.98 134.144 0 4112 
410000 21638 -1.36735 1.23183 278.983 133.494 0 4112 
410000 21638 -0.584005 -2.69293 154.976 131.846 0 4112 
410000 21638 0.493102 -2.89049 146.013 129.898 0 4112 
410000 21638 -1.20976 -1.22735 236.998 129.829 0 4112 
410000 21638 0.432604 2.50241 140.005 127.853 0 4112 
410000 21638 -1.94775 -0.348562 453.006 126.618 0 4112 
410000 21638 -0.431557 -1.52218 137.005 125.167 0 4112 
410000 21638 -1.65222 -0.305784 329.977 121.984 0 4112 
410000 21638 2.09915 2.70531 498.005 120.265 0 4112 
410000 21638 0.141758 -1.71803 119.999 118.803 0 4112 
410000 21638 1.84937 0.732319 364.036 111.784 0 4112 
410000 21638 1.88444 -1.41706 361.036 107.219 0 4112 
410000 21638 0.788995 2.99486 139.005 104.693 0 4112 
410000 21638 0.608472 -1.52323 106.012 89.0185 0 4112 
410000 21638 2.24754 0.529316 397.941 83.1638 0 4112 
410000 21638 -0.210536 -1.26245 84.011 82.1829 0 4112 
410000 21638 -0.999921 -0.0904908 119.997 77.7696 0 4112 
410000 21638 1.69906 -2.8047 195.023 69.0145 0 4112 
410000 21638 0.612379 -1.77394 82.0088 68.7165 0 4112 
410000 21638 1.73929 -1.11228 191.092 65.1197 0 4112 
410000 21638 -0.456551 -0.829399 68.9964 62.3814 0 4112 
410000 21638 -1.11216 1.07878 98.0259 58.1797 0 4112 
410000 21638 1.22017 2.11917 98.9927 53.7572 0 4112 
410000 21638 0.618762 0.640645 49.9997 41.7493 0 4112 
410000 21638 0.661045 -0.161152 47.003 38.3209 0 4112 
410000 21638 -0.814942 2.10449 49.025 36.2918 0 4112 
410000 21638 -4.03001 1.3502 1016.07 36.108 0 4112 
410000 21638 -1.52012 1.82774 71.0252 29.6466 0 4112 
410000 21638 0.941841 2.29476 43.6368 29.5381 0 4112 
410000 21638 1.22195 1.61931 53.9927 29.2765 0 4112 
410000 21638 0.835968 1.23029 39.9807 29.1777 0 4112 
410000 21638 2.13025 2.49687 43.0995 10.0985 0 4112 
410000 21638 1.59551 0.336813 10.9847 4.27947 0 4112 
410000 21638 0.637742 1.6562 3.98706 3.29415 0 4112 
410000 21638 1.19402 -0.638354 3.98653 2.21269 0 4112 
410000 21638 -0.707285 -1.71122 0 -2.38072 0 4112 
410000 21638 -0.159763 3.08767 0 -6.91053 0 4112 
410000 21638 -1.72823 2.61001 0 -27.8851 0 4112 
410000 21638 -0.830519 0.157379 0 -41.0342 0 4112 
410000 21638 -0.664877 2.36474 0 -48.8105 0 4112 
410000 21638 0.417984 -1.13057 0 -86.3467 0 4112 
410000 21638 0.736035 -2.00507 0 -102.069 0 4112 
410000 21638 0.0919932 -0.74382 0 -143.392 0 4112 
410000 21638 1.23854 1.62444 0 -145.432 0 4112 
410000 21638 -1.31145 1.81689 0 -172.324 0 4112 
410000 21638 0.193089 1.13308 0 -182.58 0 4112 
410000 21638 2.5218 2.15587 0 -236.687 0 4112 
410000 21638 1.33048 -2.02782 0 -277.531 0 4112 
410000 21638 1.94775 -1.53921 0 -306.895 0 4112 
410000 21638 -0.728746 -1.56135 0 -314.673 0 4112 
410000 21638 0.255203 -1.65866 0 -317.614 0 4112 
410000 21638 2.4791 2.26364 0 -350.737 0 4112 
410000 21638 1.54675 2.70613 0 -378.88 0 4112 
410000 21638 2.13798 -1.42953 0 -433.927 0 4112 
410000 21638 0.353058 1.52929 0 -541.454 0 4112 
410000 21638 -1.57552 -2.69218 0 -559.497 0 4112 
410000 21638 2.22547 1.25476 0 -686.742 0 4112 
410000 21638 1.01299 -0.437967 0 -718.37 0 4112 
410000 21638 0.637718 3.11357 0 -726.248 0 4112 
410000 21638 4.11383 0.379631 0 -871.068 0 4112 
410000 21638 -0.162242 -1.38877 0 -950.193 0 4112 
410000 21638 -0.557089 -2.36751 0 -1114.53 0 4112 
410000 21638 -2.49935 -2.99564 0 -1596.8 0 4112 
410000 21638 1.80311 1.978 0 -2388.48 0 4112 
410000 21638 1.72688 2.0004 0 -4238.13 0 4112 
410000 21638 2.22806 -2.77642 11304.8 2407.95 0 4112 
410000 21638 2.28804 -2.63182 1062.48 213.412 0 4112 
410000 21638 2.21041 -2.60207 431.047 93.4103 0 4112 
410000 21638 2.24726 -2.66254 3139.64 656.317 0 4112 
410000 21638 2.16532 -2.531 1838.88 416.408 0 4112 
410000 21638 2.28745 -2.59411 679.184 136.501 0 4112 
410000 21638 2.35072 -2.70256 54.1646 10.2309 0 4112 
410000 21638 1.39052 3.06891 4266.2 2000.15 0 4112 
410000 21638 1.28644 3.0815 3060.78 1571.19 0 4112 
410000 21638 1.33457 3.10748 972.156 478.704 0 4112 
410000 21638 1.16268 3.08836 84.01 47.8534 0 4112 
410000 21638 1.36278 2.98092 54.4971 26.1817 0 4112 
410000 21638 1.51329 2.99436 1230.04 516.623 0 4112 
410000 21646 -0.90257 1.39761 62957.7 43850.7 0 4112 
410000 21646 -1.55464 2.91771 57775.6 23369 0 4112 
410000 21646 -2.63196 -0.36292 111254 15924.3 0 4112 
410000 21646 -0.653233 1.39399 15473.9 12672.6 0 4112 
410000 21646 -0.873293 1.46726 15977.9 11362.6 0 4112 
410000 21646 -0.79035 1.30463 12316.5 9267.99 0 4112 
410000 21646 -0.837131 1.52587 11648.7 8494.41 0 4112 
410000 21646 -4.02833 1.09141 224123 7978.03 0 4112 
410000 21646 -1.05208 1.2265 10822.2 6736.94 0 4112 
410000 21646 -0.511699 -2.08139 6045.34 5331.93 0 4112 
410000 21646 1.4235 2.50273 10707.4 4875.33 0 4112 
410000 21646 -0.62525 -1.58263 5702.39 4744.4 0 4112 
410000 21646 -4.45645 -0.701476 204356 4741.86 0 4112 
410000 21646 4.46105 0.728397 185756 4290.48 0 4112 
410000 21646 -0.123883 -2.70048 4221.99 4189.79 0 4112 
410000 21646 -0.949775 1.47472 6113.1 4113.85 0 4112 
410000 21646 -2.34438 -1.78977 20790 3951.46 0 4112 
410000 21646 -0.252253 -1.38746 4006.9 3882.71 0 4112 
410000 21646 -0.0396763 -1.92058 3815.2 3812.2 0 4112 
410000 21646 -4.61185 1.15082 179132 3558.43 0 4112 
410000 21646 -3.66104 -1.27444 53397.7 2743.46 0 4112 
410000 21646 -0.652382 1.35114 3200.63 2622.49 0 4112 
410000 21646 -3.48667 -1.47751 42763.7 2614.91 0 4112 
410000 21646 3.48123 -0.734918 38658.2 2376.75 0 4112 
410000 21646 -1.40491 2.95312 4600.36 2129.53 0 4112 
410000 21646 2.38386 0.726916 11492.6 2101.24 0 4112 
410000 21646 -0.248599 2.99801 2159.19 2094.14 0 4112 
410000 21646 -0.177052 -0.591779 2092.39 2060.02 0 4112 
410000 21646 -2.33554 -1.71936 10490.6 2011.27 0 4112 
410000 21646 -0.698347 0.408151 2487.43 1983.73 0 4112 
410000 21646 0.937163 1.3296 2816.31 1912.95 0 4112 
410000 21646 -0.562949 -1.9147 2071.26 1781.45 0 4112 
410000 21646 -0.404969 1.32054 1924.46 1776.76 0 4112 
410000 21646 -0.497329 -1.53099 1999.11 1775.04 0 4112 
410000 21646 1.00539 3.03808 2712.54 1750.66 0 4112 
410000 21646 -0.583184 -0.834074 2022.44 1721.34 0 4112 
410000 21646 2.47631 -1.39153 9840.46 1642.63 0 4112 
410000 21646 0.59967 -2.81381 1906.94 1608.89 0 4112 
410000 21646 1.05391 -0.83306 2569.88 1597.49 0 4112 
410000 21646 -2.44807 -2.6113 9135.78 1568.04 0 4112 
410000 21646 -0.334182 -2.40054 1656.35 1567.98 0 4112 
410000 21646 0.758119 -2.11738 1988.09 1527.65 0 4112 
410000 21646 -2.39399 -2.65698 8415.57 1523.41 0 4112 
410000 21646 -1.96441 0.740647 5537.69 1523.24 0 4112 
410000 21646 -2.08222 -2.92361 6188.48 1519.22 0 4112 
410000 21646 -0.479788 1.51572 1684.38 1507.52 0 4112 
410000 21646 1.56249 -1.82986 3534 1419.19 0 4112 
410000 21646 -0.0867255 0.351792 1389.2 1383.99 0 4112 
410000 21646 -1.36343 1.21943 2876.72 1381.26 0 4112 
410000 21646 -0.386212 -1.14581 1443.53 1342.18 0 4112 
410000 21646 -1.9618 -0.834278 4716.73 1300.68 0 4112 
410000 21646 -0.231929 -1.34724 1304.87 1270.54 0 4112 
410000 21646 -2.60186 -0.32035 8612.16 1269.96 0 4112 
410000 21646 -0.261444 -1.02509 1297.62 1254.5 0 4112 
410000 21646 -2.50059 3.08721 7632.47 1243.92 0 4112 
410000 21646 -1.57728 3.09928 2970.93 1177 0 4112 
410000 21646 -0.651004 -0.829691 1419.06 1163.65 0 4112 
410000 21646 0.378458 2.59447 1215.98 1133.8 0 4112 
410000 21646 1.64721 -1.95477 3050.88 1133.09 0 4112 
410000 21646 1.16443 -0.174201 1988.26 1130.92 0 4112 
410000 21646 1.41436 0.555755 2425.07 1113.2 0 4112 
410000 21646 -0.242485 1.34123 1144.42 1111.58 0 4112 
410000 21646 0.677369 -2.79928 1373.91 1109.49 0 4112 
410000 21646 -1.14735 1.23471 1898.97 1095.35 0 4112 
410000 21646 0.322215 0.241615 1136.33 1079.79 0 4112 
410000 21646 -0.686682 -0.845694 1325.95 1064.87 0 4112 
410000 21646 -0.583997 1.30105 1248.14 1061.86 0 4112 
410000 21646 -1.35031 1.28007 2151.67 1045.07 0 4112 
410000 21646 -0.945097 1.13609 1505.41 1016.58 0 4112 
410000 21646 -0.434735 -2.50185 1072.14 978.231 0 4112 
410000 21646 1.73266 2.28497 2783.61 954.516 0 4112 
410000 21646 -0.39367 0.531846 1012.47 938.781 0 4112 
410000 21646 0.0912546 -2.99435 935.99 932.106 0 4112 
410000 21646 -1.80127 -2.32509 2855.76 917.892 0 4112 
410000 21646 -1.38769 -2.59958 1929.3 906.786 0 4112 
410000 21646 -0.58493 -1.81217 1064.75 905.394 0 4112 
410000 21646 0.202376 -0.158213 919.414 900.902 0 4112 
410000 21646 -0.353738 -1.52006 956.644 899.761 0 4112 
410000 21646 -0.11169 -2.49794 903.946 898.337 0 4112 
410000 21646 2.58896 -0.489397 6004.57 896.808 0 4112 
410000 21646 1.31093 -2.60993 1775.99 892.635 0 4112 
410000 21646 -2.29915 0.779136 4455.44 885.24 0 4112 
410000 21646 1.00585 -2.61212 1366.09 881.356 0 4112 
410000 21646 -0.323364 2.3694 920.832 874.701 0 4112 
410000 21646 0.669644 1.154 1077.79 874.319 0 4112 
410000 21646 0.264209 1.12249 902.106 871.51 0 4112 
410000 21646 -1.78165 -0.442542 2649.63 867.588 0 4112 
410000 21646 2.26976 -1.42694 4224.5 863.873 0 4112 
410000 21646 -1.79838 -2.01779 2667.25 859.651 0 4112 
410000 21646 -0.43182 2.80083 940.895 859.507 0 4112 
410000 21646 -0.281059 -1.52371 889.007 855.013 0 4112 
410000 21646 -2.37872 3.01477 4637.83 852.251 0 4112 
410000 21646 -1.09401 -2.9748 1345.12 810.048 0 4112 
410000 21646 0.316629 -1.23759 839.234 798.854 0 4112 
410000 21646 -1.07122 -2.62905 1293.84 793.394 0 4112 
410000 21646 -0.434292 -1.09981 866.134 790.415 0 4112 
410000 21646 0.15104 -1.12589 789.724 780.801 0 4112 
410000 21646 -1.58781 2.04549 1978.67 776.344 0 4112 
410000 21646 0.655687 -2.69087 942.183 770.528 0 4112 
410000 21646 -0.868284 -2.86328 1074.36 766.718 0 4112 
410000 21646 -1.72156 -1.12259 2142.99 742.54 0 4112 
410000 21646 -1.51652 -2.79991 1751.87 733.642 0 4112 
